,NU_ANO,TP_FAIXA_ETARIA,TP_SEXO,TP_COR_RACA,TP_NACIONALIDADE,TP_ST_CONCLUSAO,TP_ANO_CONCLUIU,TP_ESCOLA,NO_MUNICIPIO_PROVA,SG_UF_PROVA,NU_NOTA_CN,NU_NOTA_CH,NU_NOTA_LC,NU_NOTA_MT,TP_LINGUA,TP_STATUS_REDACAO,NU_NOTA_REDACAO,Estudo_Pai,Estudo_Mãe,Profissão_Pai,Profissão_Mãe,QT_Pessoas_Moradia,Renda_Familiar,QT_Banheiros,QT_Quartos,QT_Carros,QT_Motos,QT_Geladeira,QT_Celular,QT_Computador,Acesso_Internet
121159,2021,17 anos,M,Branca,1,cursando,0,Não respondeu,Fortaleza,CE,419.5,,,406.5,0,,,B,E,D,D,5.0,F,D,D,C,B,B,E,B,B
123209,2021,20 anos,M,Branca,1,concluiu,3,Não respondeu,Rio de Janeiro,RJ,,,,,1,,,D,E,F,F,4.0,F,C,D,A,A,B,E,A,B
123578,2021,19 anos,F,Parda,1,concluiu,1,Não respondeu,Tarauacá,AC,,,,,1,,,E,E,D,B,5.0,B,B,D,A,A,B,B,A,B
125355,2021,19 anos,M,Não declarado,1,cursando,0,Pública,Fortaleza,CE,,,,,0,,,E,D,B,C,6.0,B,C,D,A,B,B,B,A,B
125987,2021,18 anos,F,Parda,1,cursando,0,Pública,Amargosa,BA,,,,,1,,,D,G,F,D,6.0,E,B,D,B,A,B,C,B,B
126739,2021,18 anos,M,Parda,1,cursando,0,Pública,Campo Maior,PI,,,,,1,,,B,C,B,A,6.0,C,C,D,A,C,C,D,A,B
127959,2021,23 anos,F,Branca,1,concluiu,7,Não respondeu,Anagé,BA,,,,,0,,,E,F,C,D,2.0,D,B,C,A,B,B,C,A,B
128870,2021,18 anos,F,Parda,1,concluiu,1,Não respondeu,Ourinhos,SP,,,,,1,,,E,C,C,B,5.0,H,D,E,C,A,C,E,B,B
130042,2021,17 anos,F,Branca,1,cursando,0,Pública,Natal,RN,,,,,0,,,F,F,D,D,5.0,F,C,E,B,A,B,C,B,B
130113,2021,Menor de 17 anos,M,Preta,1,cursando,0,Não respondeu,Rio de Janeiro,RJ,542.7,,,526.0,0,,,G,G,D,D,4.0,O,C,C,B,A,B,D,A,B
130343,2021,17 anos,M,Parda,1,cursando,0,Pública,Pedra Branca,CE,477.5,,,386.7,0,,,E,F,D,D,4.0,E,C,D,A,B,B,D,A,B
130955,2021,18 anos,M,Branca,1,concluiu,1,Não respondeu,Santa Cruz do Sul,RS,,,,,0,,,E,G,D,D,2.0,F,B,C,B,A,B,C,B,B
132012,2021,18 anos,M,Branca,1,cursando,0,Pública,João Monlevade,MG,526.9,,,624.4,0,,,E,E,B,F,2.0,D,C,C,B,A,B,C,A,B
132571,2021,22 anos,M,Parda,1,concluiu,3,Não respondeu,Rio Bonito,RJ,,,,,1,,,H,C,F,B,2.0,B,B,B,A,A,B,C,B,B
132879,2021,17 anos,F,Branca,1,cursando,0,Pública,Fernandópolis,SP,564.5,,,717.8,0,,,E,G,D,D,4.0,C,B,C,B,A,B,C,A,B
135249,2021,Menor de 17 anos,F,Branca,1,cursando,0,Não respondeu,São José do Rio Preto,SP,,,,,0,,,E,E,D,D,3.0,D,C,D,C,A,B,B,B,B
136096,2021,18 anos,F,Parda,1,concluiu,1,Não respondeu,Pirapora,MG,,,,,1,,,B,E,A,B,2.0,B,B,C,B,B,B,C,B,B
136218,2021,Entre 36 e 40 anos,M,Preta,1,concluiu,0,Não respondeu,Vila Velha,ES,594.5,,,417.7,1,,,A,A,A,A,3.0,C,B,C,A,A,B,B,B,B
136863,2021,19 anos,F,Parda,1,concluiu,1,Não respondeu,Tianguá,CE,583.6,,,753.9,0,,,B,E,B,B,4.0,D,C,C,A,B,B,D,A,B
136901,2021,18 anos,F,Branca,1,cursando,0,Pública,Uberlândia,MG,,,,,0,,,H,F,F,B,4.0,D,B,D,A,A,B,C,B,B
137675,2021,19 anos,F,Não declarado,1,concluiu,1,Não respondeu,Pedro Leopoldo,MG,585.9,,,454.4,0,,,D,E,F,D,2.0,C,B,D,B,A,B,D,C,B
139878,2021,19 anos,M,Branca,1,concluiu,1,Não respondeu,Angra dos Reis,RJ,,,,,1,,,B,C,C,B,4.0,B,B,C,B,A,B,E,B,B
141392,2021,18 anos,F,Branca,1,cursando,0,Privada,Salvador,BA,,,,,0,,,E,E,F,F,5.0,A,D,E,B,A,B,E,C,B
142224,2021,23 anos,F,Parda,1,cursando,0,Pública,Teresina,PI,,,,,1,,,B,E,B,B,4.0,B,B,C,A,A,B,B,A,B
142774,2021,21 anos,M,Não declarado,1,concluiu,2,Não respondeu,Recife,PE,,,,,0,,,C,D,B,B,2.0,B,B,C,A,A,B,C,B,B
143439,2021,17 anos,F,Parda,1,cursando,0,Pública,Cuité,PB,,,,,1,,,E,G,D,A,4.0,D,B,D,B,A,B,C,A,B
146732,2021,21 anos,F,Branca,1,cursando,0,Pública,Currais Novos,RN,,,,,0,,,D,E,F,D,3.0,B,C,C,B,A,B,D,B,B
149147,2021,19 anos,F,Parda,1,concluiu,1,Não respondeu,São João do Piauí,PI,,,,,1,,,C,C,A,B,5.0,B,B,C,A,A,B,B,A,A
149831,2021,18 anos,F,Parda,1,cursando,0,Pública,João Pessoa,PB,446.3,,,434.8,1,,,C,E,B,B,4.0,C,B,C,A,A,B,C,A,B
149840,2021,17 anos,M,Branca,4,cursando,0,Pública,São Paulo,SP,,,,,0,,,G,F,D,B,3.0,E,B,C,A,A,B,D,D,B
151199,2021,25 anos,F,Parda,1,concluiu,6,Não respondeu,Salgueiro,PE,,,,,1,,,B,D,A,B,4.0,B,B,B,A,B,B,C,B,B
156035,2021,18 anos,M,Branca,1,cursando,0,Pública,Iguatu,CE,,,,,0,,,D,D,D,D,4.0,D,B,C,A,B,B,B,B,B
156166,2021,Entre 31 e 35 anos,F,Não declarado,1,concluiu,14,Não respondeu,Belo Horizonte,MG,,,,,0,,,F,D,E,C,4.0,D,B,C,A,A,B,D,B,B
156490,2021,17 anos,F,Branca,1,cursando,0,Não respondeu,Xanxerê,SC,545.0,,,517.7,0,,,G,G,E,B,3.0,F,D,D,C,B,B,D,B,B
157974,2021,18 anos,F,Parda,1,cursando,0,Pública,Planaltina,GO,,,,,1,,,C,E,B,B,14.0,C,C,E,A,A,B,B,A,B
158140,2021,17 anos,M,Parda,1,cursando,0,Pública,Poços de Caldas,MG,,,,,0,,,F,G,D,D,5.0,J,D,D,D,A,B,E,B,B
159800,2021,21 anos,F,Parda,1,concluiu,3,Não respondeu,Moju,PA,,,,,1,,,H,E,F,D,4.0,B,C,D,A,A,B,C,A,B
160970,2021,17 anos,F,Parda,1,cursando,0,Não respondeu,Manaus,AM,,,,,1,,,H,B,F,B,4.0,B,B,C,A,A,B,C,A,B
162635,2021,17 anos,F,Branca,1,cursando,0,Pública,Goiânia,GO,,,,,0,,,E,B,B,B,2.0,B,C,C,A,A,B,C,B,B
163633,2021,17 anos,F,Branca,1,cursando,0,Pública,Catalão,GO,,,,,0,,,H,E,C,B,3.0,E,B,D,B,A,B,D,B,B
166006,2021,18 anos,F,Parda,1,concluiu,1,Não respondeu,Ibiporã,PR,447.7,,,508.8,0,,,C,C,C,B,5.0,B,B,C,A,A,B,D,A,B
167725,2021,18 anos,F,Parda,1,concluiu,1,Não respondeu,Caxias,MA,,,,,1,,,C,E,B,C,4.0,C,B,C,A,B,B,E,A,B
169371,2021,17 anos,F,Parda,1,cursando,0,Pública,São Paulo,SP,,,,,0,,,G,C,F,F,12.0,D,C,D,C,A,B,E,B,B
170228,2021,Entre 26 e 30 anos,F,Parda,1,concluiu,0,Não respondeu,Carapicuíba,SP,462.2,,,426.7,1,,,H,C,F,B,6.0,B,B,C,A,A,B,D,B,B
172611,2021,19 anos,M,Preta,1,cursando,0,Pública,Fortaleza,CE,,,,,1,,,B,B,B,B,5.0,B,B,B,A,A,B,B,A,A
172968,2021,17 anos,F,Branca,1,cursando,0,Pública,Guaratuba,PR,,,,,0,,,E,E,E,E,2.0,G,C,C,B,B,B,D,B,B
175983,2021,17 anos,M,Parda,1,cursando,0,Pública,Nova Mutum,MT,,,,,1,,,C,E,C,B,5.0,D,C,D,B,A,B,D,A,B
178122,2021,25 anos,F,Preta,1,concluiu,2,Não respondeu,Jacobina,BA,,,,,0,,,E,B,A,A,2.0,A,B,B,A,A,A,B,A,A
178700,2021,17 anos,F,Branca,1,cursando,0,Pública,Cachoeira Paulista,SP,,,,,0,,,C,E,B,B,5.0,B,B,B,B,A,B,B,A,B
179937,2021,21 anos,M,Parda,1,concluiu,0,Não respondeu,Itabuna,BA,,,,,1,,,C,E,F,B,2.0,C,B,C,B,A,B,B,B,B
180260,2021,21 anos,F,Preta,1,concluiu,4,Não respondeu,Campinas,SP,,,,,0,,,B,E,B,B,4.0,E,B,C,C,A,B,E,C,B
180644,2021,18 anos,M,Branca,1,cursando,0,Pública,Alexandria,RN,,,,,1,,,C,F,A,A,5.0,B,B,D,B,A,B,C,A,B
180828,2021,18 anos,M,Branca,1,concluiu,1,Não respondeu,Santa Inês,MA,,,,,0,,,C,C,A,A,2.0,B,B,C,A,A,B,C,B,B
180872,2021,17 anos,M,Branca,1,cursando,0,Pública,São Roque,SP,398.5,,,631.7,0,,,F,F,E,D,4.0,H,E,D,A,A,B,D,D,B
181859,2021,17 anos,F,Parda,1,cursando,0,Não respondeu,Itajubá,MG,475.2,,,582.4,1,,,D,E,C,B,5.0,D,B,C,C,B,B,E,B,B
181890,2021,Menor de 17 anos,F,Branca,1,cursando,0,Não respondeu,Tabira,PE,,,,,0,,,B,B,F,F,4.0,B,B,C,A,A,B,D,A,B
183961,2021,19 anos,M,Parda,1,cursando,0,Pública,Goiânia,GO,,,,,0,,,D,G,C,D,3.0,D,C,D,B,B,B,D,C,B
184035,2021,18 anos,F,Branca,1,cursando,0,Pública,Nova Esperança,PR,,,,,0,,,E,E,C,C,4.0,F,C,C,B,A,B,E,B,B
184139,2021,19 anos,F,Branca,1,concluiu,1,Não respondeu,Contagem,MG,,,,,0,,,E,E,F,B,3.0,C,B,C,A,A,B,C,A,B
184885,2021,17 anos,M,Preta,1,cursando,0,Pública,Aracaju,SE,,,,,1,,,B,D,C,B,7.0,E,B,C,A,A,B,E,A,A
185159,2021,18 anos,F,Parda,1,concluiu,0,Não respondeu,Belém,PA,,,,,1,,,E,D,B,B,5.0,B,B,B,A,B,B,B,A,B
185342,2021,21 anos,M,Parda,1,concluiu,0,Não respondeu,Jequié,BA,,,,,0,,,H,G,D,F,3.0,C,C,D,B,A,B,D,A,B
185622,2021,17 anos,F,Parda,1,cursando,0,Não respondeu,Floriano,PI,558.2,,,581.3,0,,,B,G,C,D,4.0,F,B,D,A,B,B,E,C,B
187232,2021,17 anos,F,Parda,1,cursando,0,Não respondeu,Teresina,PI,,,,,0,,,C,E,B,B,2.0,B,B,B,A,A,B,C,A,B
187266,2021,17 anos,F,Parda,1,cursando,0,Pública,Moju,PA,,,,,1,,,B,C,B,A,6.0,D,B,C,A,A,A,C,A,B
188602,2021,Menor de 17 anos,M,Branca,1,cursando,0,Não respondeu,Mauriti,CE,412.9,,,575.7,1,,,G,E,D,B,4.0,E,B,C,B,C,B,D,B,B
188944,2021,18 anos,F,Parda,1,cursando,0,Pública,São Paulo,SP,517.7,,,559.5,0,,,E,E,C,C,4.0,F,B,C,A,A,B,D,B,B
190589,2021,18 anos,F,Branca,1,cursando,0,Pública,Lavras,MG,,,,,1,,,E,G,C,D,4.0,H,B,D,B,C,B,D,A,B
192623,2021,18 anos,F,Parda,1,cursando,0,Pública,Alta Floresta,MT,,,,,1,,,E,E,C,B,4.0,F,C,D,C,A,B,E,B,B
193247,2021,19 anos,F,Branca,1,concluiu,1,Não respondeu,Nova Russas,CE,,,,,0,,,B,B,A,A,5.0,B,B,C,A,A,B,B,A,B
193454,2021,Menor de 17 anos,F,Parda,1,cursando,0,Não respondeu,Posse,GO,,,,,1,,,E,E,C,D,5.0,C,B,C,A,A,B,B,A,A
196164,2021,19 anos,F,Parda,1,cursando,0,Pública,Nova Friburgo,RJ,,,,,1,,,E,E,C,B,2.0,C,B,C,A,B,B,B,A,B
197540,2021,18 anos,F,Parda,1,cursando,0,Pública,Itabaiana,PB,,,,,1,,,C,B,B,A,4.0,B,B,C,A,A,B,C,A,B
197775,2021,17 anos,F,Parda,1,cursando,0,Não respondeu,Rondonópolis,MT,,,,,0,,,C,F,A,E,5.0,K,B,C,C,B,B,E,B,B
199348,2021,23 anos,M,Branca,1,cursando,0,Pública,Nova Friburgo,RJ,,,,,1,,,C,C,C,B,5.0,G,B,C,B,B,B,E,C,B
200313,2021,17 anos,M,Branca,1,cursando,0,Não respondeu,Belo Horizonte,MG,,,,,0,,,F,G,B,D,3.0,N,B,D,B,A,B,D,C,B
201195,2021,18 anos,F,Parda,1,concluiu,1,Não respondeu,Monteiro,PB,,,,,1,,,F,F,D,D,4.0,B,B,C,B,A,B,B,B,B
202396,2021,17 anos,F,Branca,1,cursando,0,Pública,Monte Carmelo,MG,,,,,1,,,C,D,B,B,3.0,D,B,C,B,B,B,C,B,B
202836,2021,18 anos,F,Parda,1,cursando,0,Pública,Salvador,BA,520.4,,,474.5,1,,,E,E,D,D,3.0,B,B,C,A,A,B,D,B,B
203395,2021,24 anos,F,Preta,1,concluiu,5,Não respondeu,Brasília,DF,,,,,0,,,H,E,F,B,2.0,C,B,B,A,A,B,A,A,B
203835,2021,Menor de 17 anos,F,Branca,1,cursando,0,Não respondeu,Alegrete,RS,466.1,,,449.7,1,,,H,D,B,B,5.0,B,B,C,A,A,B,C,A,B
204626,2021,Entre 31 e 35 anos,F,Parda,1,concluiu,0,Não respondeu,Brejo Santo,CE,,,,,1,,,B,B,B,A,5.0,B,C,C,B,B,B,C,A,B
204966,2021,22 anos,F,Parda,1,concluiu,4,Não respondeu,Montes Claros,MG,,,,,0,,,E,E,D,D,4.0,I,B,C,B,B,B,E,B,B
204987,2021,Menor de 17 anos,F,Preta,1,cursando,0,Não respondeu,Lauro de Freitas,BA,,,,,1,,,C,C,C,C,3.0,C,B,C,A,A,B,C,A,B
206271,2021,24 anos,F,Parda,1,concluiu,7,Não respondeu,Marituba,PA,,,,,1,,,B,B,D,D,5.0,B,B,C,B,A,B,C,A,B
208150,2021,18 anos,F,Branca,1,cursando,0,Pública,Fortaleza,CE,506.4,,,566.4,1,,,D,D,D,D,5.0,D,C,C,B,A,B,C,A,B
209011,2021,17 anos,F,Branca,1,cursando,0,Pública,Caruaru,PE,,,,,1,,,F,E,E,D,3.0,D,B,C,A,A,B,C,A,B
209896,2021,19 anos,M,Parda,1,concluiu,2,Não respondeu,Balsas,MA,640.6,,,789.1,0,,,C,E,C,B,4.0,E,B,D,A,C,B,D,B,B
211448,2021,20 anos,M,Parda,1,concluiu,3,Não respondeu,Amarante,PI,,,,,1,,,E,G,C,D,5.0,D,B,C,A,A,B,B,A,A
211567,2021,18 anos,F,Parda,1,cursando,0,Pública,Catolé do Rocha,PB,,,,,1,,,A,B,A,B,4.0,B,B,C,A,B,B,C,A,B
212117,2021,17 anos,F,Branca,1,cursando,0,Pública,Patos de Minas,MG,,,,,0,,,E,F,C,D,4.0,H,B,D,A,B,B,B,B,B
213296,2021,18 anos,F,Parda,1,cursando,0,Pública,Monte Alto,SP,,,,,0,,,E,E,C,B,3.0,G,B,C,B,A,B,D,A,B
213538,2021,18 anos,F,Parda,1,cursando,0,Pública,Imperatriz,MA,,,,,1,,,H,H,C,B,3.0,D,C,D,B,A,B,D,A,B
214055,2021,18 anos,F,Branca,1,cursando,0,Pública,Joinville,SC,,,,,0,,,E,E,D,B,3.0,D,C,D,B,B,B,D,B,B
217164,2021,24 anos,F,Preta,1,concluiu,2,Não respondeu,Rio de Janeiro,RJ,,,,,1,,,H,E,F,B,3.0,A,B,B,A,A,B,B,A,B
217300,2021,18 anos,M,Branca,1,concluiu,1,Não respondeu,São Paulo,SP,,,,,0,,,E,F,B,B,4.0,F,D,E,B,A,B,D,C,B
218788,2021,18 anos,F,Preta,1,cursando,0,Pública,São Paulo,SP,,,,,1,,,D,D,F,D,4.0,D,B,C,A,A,B,B,A,B
219301,2021,18 anos,F,Branca,1,cursando,0,Privada,Petrópolis,RJ,,,,,0,,,G,G,E,E,3.0,Q,E,E,E,A,D,E,D,B
219608,2021,17 anos,M,Preta,1,cursando,0,Pública,Recife,PE,,,,,0,,,B,E,C,B,5.0,B,B,C,A,A,B,D,A,B
219796,2021,17 anos,F,Parda,1,cursando,0,Pública,Paraíso do Tocantins,TO,,,,,1,,,D,B,C,B,3.0,B,B,C,A,A,B,C,A,B
220590,2021,19 anos,M,Preta,1,cursando,0,Pública,Rio de Janeiro,RJ,,,,,0,,,E,F,B,D,4.0,E,C,C,A,A,B,D,D,B
220659,2021,Menor de 17 anos,F,Parda,1,cursando,0,Não respondeu,Catalão,GO,441.2,,,422.6,1,,,F,E,D,B,3.0,F,C,D,B,A,B,D,B,B
222276,2021,22 anos,F,Amarela,1,concluiu,3,Não respondeu,Jaciara,MT,,,,,1,,,C,E,B,B,1.0,A,B,B,A,A,B,B,A,B
223195,2021,Entre 51 e 55 anos,M,Branca,1,concluiu,15,Não respondeu,Belo Horizonte,MG,,,,,0,,,C,E,D,D,5.0,P,D,E,B,A,B,E,E,B
223644,2021,20 anos,F,Parda,1,concluiu,3,Não respondeu,Pedro Leopoldo,MG,,,,,1,,,E,D,D,B,3.0,D,C,D,B,B,B,D,B,B
224259,2021,Entre 31 e 35 anos,F,Parda,1,concluiu,0,Não respondeu,Itabela,BA,,,,,1,,,A,B,A,B,4.0,B,B,C,A,A,B,C,A,B
226132,2021,17 anos,F,Parda,1,cursando,0,Não respondeu,Monte Santo,BA,,,,,0,,,H,A,B,B,4.0,A,B,D,A,A,B,B,A,B
228027,2021,18 anos,M,Parda,1,cursando,0,Pública,Rondon do Pará,PA,,,,,1,,,B,E,B,B,4.0,B,B,C,A,B,B,D,A,B
228273,2021,18 anos,F,Parda,1,concluiu,1,Não respondeu,Goiânia,GO,,,,,1,,,H,H,F,B,5.0,B,E,E,B,A,C,E,A,B
228349,2021,17 anos,M,Branca,1,cursando,0,Privada,Teresina,PI,567.9,,,634.1,0,,,D,C,D,D,4.0,F,D,D,B,A,B,D,B,B
229594,2021,17 anos,F,Parda,1,cursando,0,Pública,São Miguel do Guaporé,RO,,,,,1,,,C,C,A,A,5.0,B,B,C,A,B,B,C,A,B
230153,2021,17 anos,F,Parda,1,cursando,0,Pública,Manaus,AM,,,,,0,,,D,E,F,B,5.0,B,B,D,A,B,C,D,A,B
230432,2021,19 anos,M,Parda,1,cursando,0,Pública,Caucaia,CE,,,,,0,,,D,D,B,B,4.0,C,B,C,A,A,B,C,A,A
230608,2021,18 anos,F,Parda,1,cursando,0,Pública,Redenção,CE,408.2,,,393.6,0,,,B,B,A,A,2.0,B,B,C,A,A,B,B,A,A
231067,2021,19 anos,F,Parda,1,concluiu,1,Não respondeu,Ilhéus,BA,,,,,1,,,D,E,F,B,9.0,B,B,D,A,A,B,E,A,B
234544,2021,18 anos,F,Preta,2,cursando,0,Pública,Nova Venécia,ES,451.9,,,528.2,1,,,C,E,B,D,4.0,A,C,D,A,C,B,E,B,B
234613,2021,19 anos,F,Parda,1,concluiu,1,Não respondeu,Acreúna,GO,352.6,,,482.7,1,,,C,E,A,B,5.0,B,B,C,A,A,B,A,A,B
234637,2021,Entre 31 e 35 anos,M,Parda,1,concluiu,0,Não respondeu,Nova Friburgo,RJ,,,,,1,,,B,B,B,B,3.0,B,B,C,A,A,B,C,B,B
234690,2021,22 anos,M,Branca,1,concluiu,5,Não respondeu,Osasco,SP,,,,,0,,,E,E,F,D,2.0,C,B,C,A,A,B,C,C,B
235067,2021,18 anos,F,Parda,1,cursando,0,Pública,Planaltina,GO,,,,,1,,,B,B,C,B,6.0,F,B,D,A,A,B,D,A,B
235619,2021,Entre 26 e 30 anos,M,Não declarado,1,concluiu,11,Não respondeu,Lorena,SP,,,,,1,,,C,C,F,B,4.0,D,C,D,B,A,B,D,B,B
235885,2021,18 anos,F,Parda,1,cursando,0,Pública,Poá,SP,,,,,1,,,C,C,C,B,5.0,B,C,D,B,A,C,D,A,B
236274,2021,18 anos,M,Parda,1,cursando,0,Pública,Fortaleza,CE,,,,,0,,,C,C,C,F,4.0,B,B,C,A,B,B,C,A,B
236379,2021,23 anos,F,Branca,1,concluiu,5,Não respondeu,Manaus,AM,,,,,1,,,D,G,D,D,2.0,B,B,B,A,A,B,B,A,B
237996,2021,17 anos,M,Branca,1,cursando,0,Pública,Barueri,SP,,,,,1,,,E,F,E,E,4.0,Q,E,E,C,A,C,E,C,B
238018,2021,18 anos,M,Branca,1,cursando,0,Privada,Maceió,AL,,,,,1,,,F,E,D,D,4.0,C,B,D,A,A,B,D,A,B
238407,2021,18 anos,F,Parda,1,cursando,0,Pública,Maringá,PR,,,,,0,,,C,F,D,D,5.0,F,C,D,B,A,B,D,B,B
238533,2021,19 anos,M,Branca,1,cursando,0,Pública,Goiânia,GO,,,,,1,,,D,B,B,D,5.0,F,B,D,C,B,B,E,A,B
238871,2021,18 anos,F,Parda,1,cursando,0,Pública,Espinosa,MG,,,,,1,,,B,E,A,B,5.0,C,B,D,B,A,B,B,B,B
239764,2021,Entre 26 e 30 anos,F,Parda,1,concluiu,8,Não respondeu,Juazeiro do Norte,CE,598.5,,,693.8,0,,,D,E,C,A,6.0,F,C,C,A,B,B,D,C,B
241319,2021,17 anos,F,Parda,1,cursando,0,Pública,Camaragibe,PE,,,,,0,,,C,D,B,B,4.0,C,B,C,A,A,B,B,A,A
242744,2021,18 anos,F,Parda,1,concluiu,2,Não respondeu,Belo Horizonte,MG,,,,,0,,,G,E,D,D,3.0,H,B,D,A,A,B,C,B,B
243211,2021,17 anos,F,Parda,1,cursando,0,Pública,Presidente Prudente,SP,,,,,1,,,C,D,A,B,5.0,C,B,D,A,A,B,D,A,B
243738,2021,22 anos,M,Parda,1,concluiu,4,Não respondeu,Imperatriz,MA,,,,,0,,,B,E,D,B,3.0,F,C,C,B,C,B,D,A,B
243965,2021,20 anos,F,Branca,1,concluiu,2,Não respondeu,Cabo de Santo Agostinho,PE,,,,,1,,,E,F,B,B,4.0,B,B,C,A,A,B,D,A,B
244103,2021,18 anos,M,Parda,1,cursando,0,Pública,Salvador,BA,,,,,1,,,H,E,F,B,2.0,B,B,C,A,B,B,C,B,B
244563,2021,18 anos,M,Branca,1,cursando,0,Pública,Alegrete,RS,,,,,0,,,E,E,B,D,4.0,G,C,C,C,B,B,E,D,B
244625,2021,20 anos,M,Parda,1,concluiu,0,Não respondeu,Açu,RN,,,,,0,,,E,C,F,A,9.0,A,B,B,A,A,B,B,A,B
245862,2021,19 anos,F,Preta,1,cursando,0,Pública,Fortaleza,CE,398.9,,,496.8,1,,,B,C,B,B,5.0,B,B,C,A,A,B,B,B,B
245910,2021,21 anos,F,Parda,1,concluiu,3,Não respondeu,Alagoa Grande,PB,,,,,1,,,E,E,B,B,2.0,B,B,B,A,A,A,B,A,A
247251,2021,18 anos,F,Parda,1,cursando,0,Não respondeu,Vila Velha,ES,409.8,,,451.4,0,,,G,G,E,E,5.0,F,D,D,B,A,B,E,D,B
247849,2021,20 anos,F,Parda,1,concluiu,2,Não respondeu,Vila Velha,ES,625.7,,,625.5,0,,,C,E,C,D,4.0,I,C,D,C,A,B,E,B,B
249542,2021,20 anos,M,Preta,1,cursando,0,Pública,Parnamirim,RN,,,,,1,,,B,C,B,B,5.0,D,B,C,A,B,B,E,B,B
249645,2021,20 anos,F,Não declarado,0,concluiu,1,Não respondeu,Jaboatão dos Guararapes,PE,395.9,,,416.0,0,,,B,E,B,C,4.0,B,B,C,A,A,A,D,A,B
252394,2021,18 anos,M,Preta,1,cursando,0,Pública,Santa Luzia,MG,,,,,0,,,G,G,E,D,6.0,O,D,E,C,B,B,E,E,B
252666,2021,Menor de 17 anos,F,Branca,1,cursando,0,Não respondeu,Iúna,ES,408.3,,,533.3,1,,,E,E,C,B,3.0,C,B,A,B,A,B,B,A,B
254020,2021,17 anos,F,Parda,1,cursando,0,Pública,Altos,PI,,,,,1,,,B,E,B,A,4.0,B,B,C,A,B,B,C,A,B
256232,2021,Menor de 17 anos,F,Branca,1,cursando,0,Não respondeu,Jataí,GO,,,,,0,,,D,E,A,B,2.0,C,B,C,B,A,B,C,A,B
257684,2021,20 anos,F,Preta,1,concluiu,3,Não respondeu,Patos,PB,,,,,1,,,E,E,C,B,2.0,B,B,C,A,A,B,C,A,B
259643,2021,19 anos,M,Amarela,1,concluiu,0,Não respondeu,Ananindeua,PA,,,,,0,,,H,C,F,B,3.0,D,C,C,A,B,B,D,B,B
259993,2021,17 anos,M,Branca,1,cursando,0,Privada,Sarandi,PR,,,,,0,,,E,G,D,D,4.0,M,C,D,B,B,C,E,E,B
260249,2021,21 anos,F,Parda,1,concluiu,3,Não respondeu,Parnaíba,PI,,,,,0,,,C,C,B,B,6.0,B,B,C,A,A,B,B,A,A
261022,2021,21 anos,F,Preta,1,concluiu,2,Não respondeu,Tomé-Açu,PA,,,,,1,,,E,E,F,F,5.0,B,B,C,A,A,B,B,A,B
261023,2021,18 anos,F,Preta,1,cursando,0,Pública,Goiânia,GO,,,,,1,,,H,D,C,B,2.0,B,B,C,A,A,B,C,A,B
265324,2021,Menor de 17 anos,F,Parda,1,cursando,0,Não respondeu,Jaboatão dos Guararapes,PE,413.6,,,363.4,1,,,E,E,F,B,5.0,C,B,D,A,B,B,D,B,B
266018,2021,20 anos,F,Parda,1,concluiu,3,Não respondeu,Jucurutu,RN,,,,,1,,,B,B,A,A,4.0,C,B,C,A,B,B,E,A,B
266663,2021,17 anos,F,Branca,1,cursando,0,Não respondeu,Recife,PE,,,,,0,,,F,F,D,D,4.0,G,C,D,B,A,B,E,C,B
266728,2021,18 anos,F,Branca,2,cursando,0,Pública,São Miguel do Oeste,SC,,,,,1,,,C,C,A,A,3.0,C,C,D,B,A,B,D,B,B
268643,2021,Entre 26 e 30 anos,F,Branca,1,concluiu,10,Não respondeu,Manaus,AM,,,,,0,,,E,E,A,D,1.0,B,B,B,A,A,B,B,A,A
270405,2021,17 anos,F,Parda,1,cursando,0,Pública,Cuiabá,MT,,,,,1,,,E,G,D,D,3.0,M,D,D,B,A,B,D,B,B
271362,2021,24 anos,F,Parda,1,concluiu,4,Não respondeu,Belém,PA,367.2,,,393.7,1,,,C,D,C,B,2.0,B,B,C,A,A,B,C,A,A
274073,2021,21 anos,F,Parda,1,concluiu,4,Não respondeu,Belo Horizonte,MG,,,,,0,,,E,E,C,A,2.0,G,C,B,A,A,B,C,B,B
275923,2021,17 anos,M,Parda,1,cursando,0,Pública,Rondonópolis,MT,,,,,0,,,F,E,E,E,2.0,N,D,D,B,A,B,C,B,B
276589,2021,18 anos,F,Parda,1,cursando,0,Pública,Palmares,PE,,,,,1,,,H,E,C,B,2.0,C,B,C,A,A,B,C,B,B
276648,2021,19 anos,F,Não declarado,1,cursando,0,Pública,Aracaju,SE,,,,,1,,,B,B,F,B,4.0,D,B,D,A,A,B,D,A,B
277222,2021,18 anos,F,Parda,1,cursando,0,Pública,Nova Lima,MG,,,,,1,,,C,D,C,B,4.0,C,B,C,B,A,B,E,B,B
278207,2021,21 anos,F,Parda,1,concluiu,4,Não respondeu,Pau dos Ferros,RN,,,,,0,,,B,E,C,A,3.0,A,B,C,A,B,B,C,B,B
278674,2021,19 anos,F,Branca,1,concluiu,1,Não respondeu,Buritis,MG,,,,,0,,,C,G,A,D,5.0,C,B,D,A,A,B,C,A,A
