,NU_ANO,TP_FAIXA_ETARIA,TP_SEXO,TP_COR_RACA,TP_NACIONALIDADE,TP_ST_CONCLUSAO,TP_ESCOLA,NO_MUNICIPIO_PROVA,SG_UF_PROVA,NU_NOTA_CN,NU_NOTA_CH,NU_NOTA_LC,NU_NOTA_MT,TP_LINGUA,TP_STATUS_REDACAO,NU_NOTA_REDACAO,Estudo_Pai,Estudo_Mãe,Profissão_Pai,Profissão_Mãe,QT_Pessoas_Moradia,Renda_Familiar,QT_Banheiros,QT_Quartos,QT_Carros,QT_Motos,QT_Geladeira,QT_Celular,QT_Computador,Acesso_Internet
259351,2019,22 anos,F,Branca,1,concluiu,Não respondeu,São Paulo,SP,370.9,,,389.9,1,,,B,B,B,C,2,B,C,D,B,B,B,B,A,B
262121,2019,Menor de 17 anos,F,Parda,1,cursando,Não respondeu,Governador Valadares,MG,,,,,1,,,E,G,C,B,3,B,C,C,A,A,B,C,A,B
262686,2019,21 anos,F,Amarela,1,concluiu,Não respondeu,Coração de Maria,BA,,,,,1,,,B,B,A,A,5,B,B,C,A,A,B,B,A,A
266270,2019,18 anos,F,Branca,1,cursando,Pública,Rio Claro,SP,557.1,,,491.0,0,,,C,E,C,B,3,B,C,C,B,B,B,D,B,B
266395,2019,17 anos,F,Preta,1,cursando,Não respondeu,Araras,SP,,,,,0,,,D,D,C,B,2,C,C,C,B,B,B,C,A,B
268404,2019,21 anos,F,Branca,1,concluiu,Não respondeu,Guarulhos,SP,,,,,0,,,E,E,D,E,1,B,B,B,B,A,B,B,A,B
268841,2019,23 anos,F,Branca,1,concluiu,Não respondeu,Conceição do Coité,BA,,,,,0,,,B,H,B,A,3,B,B,C,B,B,B,B,A,B
271215,2019,20 anos,F,Branca,1,concluiu,Não respondeu,Apodi,RN,,,,,1,,,B,A,A,A,3,B,B,C,A,B,B,B,A,B
275206,2019,20 anos,F,Branca,1,concluiu,Não respondeu,Angra dos Reis,RJ,,,,,1,,,B,E,C,B,4,C,B,D,A,A,B,D,B,B
276526,2019,23 anos,M,Parda,1,concluiu,Não respondeu,Corrente,PI,,,,,1,,,A,B,B,A,4,C,B,C,A,A,B,B,A,A
277457,2019,Entre 31 e 35 anos,M,Parda,1,concluiu,Não respondeu,Uberaba,MG,,,,,0,,,C,D,B,B,2,F,B,C,B,A,B,B,A,A
279968,2019,Entre 36 e 40 anos,F,Indígena,1,concluiu,Não respondeu,Coronel Vivida,PR,,,,,1,,,A,A,A,A,6,A,B,D,A,A,B,A,A,B
280179,2019,18 anos,F,Parda,1,cursando,Pública,Rio de Janeiro,RJ,,,,,1,,,B,E,C,B,2,A,B,B,A,A,B,C,A,B
281629,2019,18 anos,F,Branca,1,cursando,Pública,Santarém,PA,,,,,0,,,C,F,A,F,7,C,B,C,A,A,B,C,A,A
284264,2019,17 anos,F,Parda,1,cursando,Pública,São Paulo,SP,,,,,0,,,E,E,B,B,4,I,B,C,B,A,B,E,B,B
286384,2019,19 anos,M,Parda,1,cursando,Não respondeu,Feira de Santana,BA,,,,,1,,,E,E,B,C,7,B,B,C,B,B,B,E,B,B
286522,2019,21 anos,M,Amarela,1,concluiu,Não respondeu,Maceió,AL,,,,,1,,,D,E,B,B,4,D,B,C,B,A,B,E,B,B
289078,2019,20 anos,F,Preta,1,concluiu,Não respondeu,Recife,PE,,,,,0,,,E,E,B,D,2,B,B,B,A,A,B,C,A,B
289892,2019,22 anos,M,Parda,1,concluiu,Não respondeu,Sidrolândia,MS,,,,,0,,,F,E,F,F,5,E,B,D,B,A,B,E,A,B
290202,2019,18 anos,F,Parda,1,concluiu,Não respondeu,Itamaraju,BA,,,,,1,,,B,C,B,B,5,B,C,D,A,B,B,C,A,A
291925,2019,19 anos,F,Parda,1,cursando,Pública,Arinos,MG,,,,,1,,,D,E,A,B,5,B,B,D,B,B,B,D,B,B
292783,2019,22 anos,M,Branca,1,concluiu,Não respondeu,Vargem Grande Paulista,SP,,,,,0,,,E,E,D,D,3,G,C,D,B,A,B,D,C,B
294051,2019,19 anos,F,Branca,1,concluiu,Não respondeu,Porto Alegre,RS,,,,,0,,,D,E,B,D,2,F,B,C,B,A,B,C,B,B
295608,2019,22 anos,M,Branca,1,cursando,Pública,Patos,PB,,,,,0,,,E,D,C,B,4,B,B,C,A,A,B,E,A,B
295690,2019,18 anos,F,Parda,1,cursando,Pública,Vitória,ES,,,,,0,,,E,E,B,B,4,B,B,B,A,A,B,B,A,B
295875,2019,Menor de 17 anos,F,Branca,1,cursando,Não respondeu,Joinville,SC,,,,,0,,,E,D,C,C,3,B,B,C,A,A,B,C,A,B
298291,2019,20 anos,F,Branca,1,cursando,Pública,Nova Friburgo,RJ,,,,,0,,,E,E,D,C,2,C,B,B,A,A,B,C,B,B
301713,2019,Entre 36 e 40 anos,M,Preta,1,concluiu,Não respondeu,Serra Talhada,PE,,,,,1,,,H,C,F,B,4,D,B,D,A,A,B,C,B,B
302257,2019,Entre 26 e 30 anos,M,Branca,1,concluiu,Não respondeu,Cachoeiro de Itapemirim,ES,,,,,0,,,B,C,C,A,6,H,B,D,A,A,B,E,B,B
302383,2019,18 anos,F,Branca,1,cursando,Pública,Maravilha,SC,371.4,,,373.3,0,,,E,G,B,B,3,G,B,C,B,A,B,C,B,B
302420,2019,18 anos,F,Parda,1,cursando,Pública,Porangatu,GO,,,,,1,,,B,F,C,B,4,D,C,D,A,A,B,C,B,B
308060,2019,18 anos,F,Parda,1,cursando,Pública,Sete Lagoas,MG,,,,,0,,,C,D,A,A,5,C,B,C,B,B,B,E,A,B
308245,2019,Entre 26 e 30 anos,F,Amarela,1,concluiu,Não respondeu,Maringá,PR,,,,,0,,,B,B,A,B,2,E,B,B,A,B,B,C,B,B
308846,2019,20 anos,F,Branca,1,concluiu,Não respondeu,Rio de Janeiro,RJ,,,,,1,,,A,C,A,A,4,C,B,B,A,A,B,B,A,B
310215,2019,21 anos,F,Branca,1,concluiu,Não respondeu,Belo Horizonte,MG,,,,,0,,,E,E,D,D,3,D,C,D,A,C,B,D,D,B
310586,2019,24 anos,F,Preta,1,concluiu,Não respondeu,Belo Horizonte,MG,,,,,1,,,D,E,B,B,2,D,B,C,A,B,B,C,A,B
312145,2019,19 anos,M,Preta,1,concluiu,Não respondeu,Acarape,CE,404.6,,,396.5,1,,,E,G,B,D,3,C,B,C,A,B,B,C,B,A
312152,2019,19 anos,M,Amarela,1,cursando,Pública,São Geraldo do Araguaia,PA,,,,,1,,,H,B,F,A,2,C,B,C,A,C,B,C,B,B
312768,2019,Entre 26 e 30 anos,M,Preta,1,concluiu,Não respondeu,Feira de Santana,BA,,,,,0,,,B,C,A,A,3,C,B,E,A,A,B,C,B,B
314537,2019,18 anos,F,Parda,1,cursando,Pública,Rolim de Moura,RO,,,,,1,,,D,C,A,A,5,B,B,C,A,A,B,B,A,A
316133,2019,17 anos,M,Parda,2,cursando,Pública,Garopaba,SC,,,,,0,,,B,E,B,C,3,F,B,C,B,A,B,C,B,B
318755,2019,17 anos,F,Branca,1,cursando,Não respondeu,Chapecó,SC,,,,,0,,,H,E,B,B,5,D,C,D,B,C,B,E,A,B
323036,2019,19 anos,F,Branca,1,concluiu,Não respondeu,Rio de Janeiro,RJ,,,,,0,,,E,F,D,B,3,E,B,C,B,A,B,D,C,B
323832,2019,24 anos,M,Branca,1,concluiu,Não respondeu,Amparo,SP,,,,,0,,,C,D,B,B,9,G,C,D,B,B,B,D,B,B
325621,2019,19 anos,M,Branca,1,concluiu,Não respondeu,São Paulo,SP,,,,,0,,,B,E,C,B,3,C,B,B,A,A,B,A,B,B
327209,2019,Menor de 17 anos,M,Parda,1,cursando,Não respondeu,São Miguel do Iguaçu,PR,,,,,1,,,G,G,D,D,3,H,C,D,C,A,B,D,C,B
327616,2019,17 anos,M,Parda,1,cursando,Pública,Dias d'Ávila,BA,,,,,0,,,E,E,C,B,4,F,B,C,A,A,B,E,A,B
328328,2019,Menor de 17 anos,F,Parda,1,cursando,Não respondeu,Colinas do Tocantins,TO,,,,,0,,,C,F,D,F,3,H,D,C,C,A,B,D,B,B
328644,2019,19 anos,F,Branca,1,concluiu,Não respondeu,Nova Lima,MG,,,,,0,,,F,G,E,E,3,N,D,C,B,B,B,D,D,B
331115,2019,19 anos,F,Parda,1,concluiu,Não respondeu,Miguel Calmon,BA,,,,,0,,,E,G,B,D,4,G,C,D,B,B,B,D,B,B
333082,2019,19 anos,F,Parda,2,concluiu,Não respondeu,Londrina,PR,,,,,1,,,E,D,C,C,4,I,B,D,B,A,B,C,B,B
333491,2019,18 anos,F,Não declarado,1,cursando,Pública,Belo Horizonte,MG,,,,,0,,,E,E,C,D,4,F,C,D,B,A,B,C,A,B
334346,2019,23 anos,M,Preta,1,concluiu,Não respondeu,Novo Acordo,TO,,,,,0,,,E,B,B,A,6,B,B,C,B,A,B,B,A,A
342628,2019,22 anos,M,Preta,1,concluiu,Não respondeu,Manaus,AM,,,,,0,,,B,E,C,D,5,B,B,C,A,A,B,D,A,B
342995,2019,17 anos,M,Branca,1,cursando,Pública,Joinville,SC,,,,,0,,,E,E,D,D,5,J,C,D,B,A,B,D,B,B
343700,2019,24 anos,F,Parda,1,concluiu,Não respondeu,São Paulo,SP,,,,,1,,,E,G,B,D,3,A,B,B,A,A,B,B,B,B
345199,2019,Menor de 17 anos,F,Branca,1,cursando,Pública,Embu das Artes,SP,,,,,0,,,B,E,C,B,4,C,B,B,B,A,B,D,B,B
346798,2019,22 anos,F,Preta,1,concluiu,Não respondeu,José de Freitas,PI,,,,,1,,,E,F,B,D,5,C,B,C,A,B,B,C,A,A
349685,2019,Entre 31 e 35 anos,F,Preta,1,concluiu,Não respondeu,Capivari,SP,,,,,1,,,B,C,A,A,4,C,B,C,A,A,B,B,A,B
350601,2019,19 anos,M,Não declarado,1,cursando,Não respondeu,Palmas,TO,,,,,1,,,B,C,B,B,2,C,B,B,A,A,B,B,A,A
352267,2019,Entre 36 e 40 anos,M,Branca,1,concluiu,Não respondeu,Rio Grande,RS,,,,,0,,,E,E,D,B,4,G,C,D,B,A,B,E,C,B
352338,2019,Entre 26 e 30 anos,F,Parda,1,concluiu,Não respondeu,Lauro de Freitas,BA,,,,,1,,,B,A,B,A,1,B,B,B,A,A,B,B,A,B
353214,2019,Entre 26 e 30 anos,F,Parda,1,concluiu,Não respondeu,Natal,RN,,,,,1,,,B,E,F,B,2,B,B,C,A,B,B,C,A,B
353389,2019,17 anos,M,Branca,1,cursando,Pública,Cuiabá,MT,,,,,0,,,F,A,B,B,4,D,C,D,A,A,B,D,B,B
355682,2019,Menor de 17 anos,F,Parda,1,cursando,Não respondeu,Oeiras,PI,362.6,,,526.2,1,,,B,E,A,A,5,B,B,D,A,B,B,E,B,B
355822,2019,Entre 36 e 40 anos,F,Parda,1,concluiu,Não respondeu,Imperatriz,MA,,,,,0,,,A,A,A,B,2,G,B,C,B,A,B,C,B,B
357508,2019,20 anos,F,Preta,1,cursando,Não respondeu,Salvador,BA,,,,,1,,,E,B,F,B,5,C,B,C,B,A,B,D,B,B
357535,2019,Entre 31 e 35 anos,F,Branca,1,concluiu,Não respondeu,Santa Maria,RS,,,,,1,,,B,C,B,B,7,D,B,C,B,A,B,C,A,B
358612,2019,17 anos,M,Parda,1,cursando,Pública,Catanduva,SP,402.7,,,440.6,0,,,B,C,B,F,2,C,B,C,B,B,B,C,B,B
359155,2019,21 anos,F,Branca,1,concluiu,Não respondeu,Itambé,PE,,,,,1,,,E,A,C,B,7,G,C,D,B,A,B,E,A,B
360095,2019,23 anos,M,Parda,1,concluiu,Não respondeu,Esperança,PB,,,,,1,,,B,B,A,A,3,B,B,C,A,A,B,C,A,B
360470,2019,Entre 36 e 40 anos,M,Branca,1,concluiu,Não respondeu,Estância,SE,,,,,0,,,H,H,F,F,5,I,B,D,B,A,B,D,B,B
362641,2019,22 anos,F,Parda,1,concluiu,Não respondeu,Camaçari,BA,,,,,1,,,H,E,F,B,2,B,B,B,A,A,B,B,A,B
362668,2019,Entre 26 e 30 anos,F,Branca,1,concluiu,Não respondeu,João Pessoa,PB,,,,,0,,,D,G,F,D,3,J,C,D,B,A,B,D,B,B
362707,2019,20 anos,F,Branca,1,cursando,Pública,Brasília,DF,,,,,1,,,C,D,C,B,3,B,B,B,A,A,B,B,A,A
362852,2019,Entre 31 e 35 anos,M,Preta,1,concluiu,Não respondeu,Palmas,TO,,,,,1,,,B,B,A,B,1,C,B,C,A,B,B,B,B,B
363000,2019,18 anos,F,Parda,1,concluiu,Não respondeu,Seropédica,RJ,,,,,0,,,D,D,C,B,4,C,B,C,B,A,B,D,A,B
370648,2019,19 anos,F,Preta,1,concluiu,Não respondeu,Iturama,MG,,,,,0,,,B,C,B,B,5,B,B,C,A,C,B,B,A,B
370978,2019,17 anos,F,Parda,2,cursando,Pública,Limoeiro,PE,,,,,0,,,D,C,A,A,5,B,B,C,B,A,B,C,A,B
373563,2019,21 anos,M,Parda,1,cursando,Pública,Manaus,AM,,,,,0,,,H,E,F,D,3,B,B,C,A,A,B,B,A,A
376140,2019,20 anos,M,Parda,1,concluiu,Não respondeu,São José de Ribamar,MA,,,,,1,,,E,E,B,B,5,B,B,C,A,A,B,B,A,A
376150,2019,18 anos,M,Parda,1,cursando,Pública,Eusébio,CE,467.8,,,523.2,1,,,C,E,B,B,3,C,C,D,A,A,B,C,A,A
377786,2019,Menor de 17 anos,F,Preta,1,cursando,Não respondeu,Rio de Janeiro,RJ,,,,,0,,,E,F,D,D,5,F,B,D,B,A,B,E,B,B
377980,2019,23 anos,M,Parda,1,concluiu,Não respondeu,Matozinhos,MG,,,,,0,,,E,B,C,B,4,E,B,D,C,A,B,E,B,B
378919,2019,24 anos,F,Branca,1,concluiu,Não respondeu,Jardinópolis,SP,,,,,1,,,C,C,C,F,2,D,B,B,B,B,B,C,B,B
381409,2019,18 anos,M,Branca,1,concluiu,Não respondeu,Belo Horizonte,MG,,,,,0,,,G,F,D,F,4,N,C,D,B,A,B,E,D,B
382316,2019,18 anos,F,Branca,1,cursando,Pública,Goiânia,GO,,,,,0,,,E,E,D,D,3,C,B,D,B,A,B,C,B,B
383236,2019,18 anos,F,Branca,1,cursando,Pública,Congonhas,MG,,,,,0,,,E,C,C,B,4,G,C,D,C,A,B,E,B,B
390585,2019,18 anos,M,Branca,1,cursando,Pública,Piumhi,MG,417.4,,,402.2,0,,,H,E,B,B,5,E,B,D,A,A,B,E,B,B
393239,2019,23 anos,F,Branca,1,concluiu,Não respondeu,Rio de Janeiro,RJ,,,,,0,,,E,C,B,B,1,C,B,B,A,A,B,B,B,B
393550,2019,Entre 36 e 40 anos,M,Branca,1,concluiu,Não respondeu,São Luís,MA,,,,,1,,,B,A,A,A,2,C,B,B,B,A,B,B,B,B
395270,2019,Entre 26 e 30 anos,M,Branca,1,concluiu,Não respondeu,Fortaleza,CE,,,,,1,,,D,G,C,E,3,F,B,C,B,B,B,C,B,B
398162,2019,Entre 26 e 30 anos,F,Parda,1,concluiu,Não respondeu,Fortaleza,CE,,,,,0,,,B,A,C,C,5,C,B,C,A,A,B,D,B,B
402304,2019,18 anos,M,Não declarado,1,cursando,Pública,Mirante da Serra,RO,,,,,1,,,D,E,A,D,2,D,B,D,A,A,B,C,A,B
405688,2019,18 anos,M,Branca,1,cursando,Pública,Curitiba,PR,,,,,1,,,G,E,D,C,6,L,D,E,B,A,C,E,D,B
409472,2019,20 anos,M,Branca,1,concluiu,Não respondeu,Resende,RJ,,,,,0,,,E,E,B,B,4,D,C,C,B,A,B,C,A,B
410052,2019,19 anos,F,Parda,1,cursando,Pública,Camaragibe,PE,,,,,1,,,B,B,B,F,3,C,B,C,A,A,B,C,A,B
410229,2019,22 anos,F,Parda,1,concluiu,Não respondeu,Penedo,AL,,,,,0,,,C,B,A,B,6,C,B,C,A,A,B,C,A,B
410276,2019,23 anos,F,Parda,1,concluiu,Não respondeu,Olinda,PE,,,,,0,,,B,E,C,B,8,C,C,D,A,A,B,E,B,B
410590,2019,20 anos,F,Não declarado,1,concluiu,Não respondeu,Caetité,BA,,,,,0,,,D,D,F,B,6,C,B,C,A,A,B,C,A,B
411136,2019,18 anos,F,Parda,1,cursando,Pública,Belo Horizonte,MG,,,,,0,,,B,G,B,D,6,D,B,D,B,B,B,E,A,B
411215,2019,Entre 41 e 45 anos,F,Parda,1,concluiu,Não respondeu,Belo Horizonte,MG,,,,,0,,,D,B,C,B,4,C,B,C,A,A,B,B,B,B
411235,2019,17 anos,F,Branca,1,cursando,Pública,Presidente Prudente,SP,,,,,1,,,H,F,F,B,4,D,B,D,A,A,B,D,B,B
411594,2019,22 anos,F,Parda,1,concluiu,Não respondeu,Imperatriz,MA,,,,,1,,,E,F,C,B,5,C,B,B,A,A,B,C,B,B
414495,2019,19 anos,M,Parda,1,concluiu,Não respondeu,Diadema,SP,,,,,1,,,E,E,B,B,3,E,B,B,A,A,B,D,B,B
415179,2019,18 anos,F,Preta,1,concluiu,Não respondeu,Simões Filho,BA,,,,,1,,,E,E,F,F,5,B,B,D,A,A,B,D,A,B
417005,2019,22 anos,M,Branca,1,concluiu,Não respondeu,Porto Alegre,RS,,,,,0,,,F,E,E,B,6,D,C,C,B,A,B,D,A,A
418363,2019,20 anos,F,Preta,1,concluiu,Não respondeu,São Paulo,SP,,,,,1,,,H,D,B,B,4,C,B,C,A,A,B,C,B,B
420997,2019,19 anos,F,Branca,1,concluiu,Não respondeu,Novo Hamburgo,RS,,,,,0,,,E,E,B,B,3,C,B,C,A,A,B,C,B,B
422785,2019,18 anos,M,Parda,1,cursando,Pública,Palmeira,PR,,,,,1,,,B,D,C,B,5,E,B,D,B,A,B,E,B,B
425480,2019,18 anos,F,Branca,1,cursando,Pública,Birigui,SP,,,,,1,,,B,E,B,B,4,C,B,C,A,A,B,B,A,B
425788,2019,19 anos,F,Parda,1,concluiu,Não respondeu,Guarulhos,SP,,,,,0,,,F,F,F,D,2,C,B,B,A,A,B,C,B,B
428241,2019,19 anos,M,Parda,1,cursando,Privada,Catu,BA,508.4,,,502.8,0,,,D,E,C,B,4,C,B,D,A,C,B,D,B,B
429910,2019,17 anos,M,Branca,1,cursando,Privada,Manhuaçu,MG,,,,,0,,,F,F,E,E,3,I,E,D,C,A,C,D,B,B
431158,2019,18 anos,F,Branca,1,cursando,Pública,Barueri,SP,,,,,0,,,E,E,C,B,4,C,B,C,A,A,B,E,A,B
431402,2019,18 anos,M,Parda,1,concluiu,Não respondeu,Pinheiro,MA,,,,,1,,,E,G,A,D,5,C,B,D,A,B,B,D,A,B
434057,2019,18 anos,F,Parda,1,cursando,Pública,Luziânia,GO,,,,,1,,,C,F,C,B,5,C,B,C,B,A,B,C,A,A
435187,2019,18 anos,F,Parda,1,cursando,Pública,Tianguá,CE,,,,,1,,,E,D,A,F,5,B,B,C,A,A,B,B,A,A
435300,2019,25 anos,F,Preta,1,concluiu,Não respondeu,Dias d'Ávila,BA,543.3,,,445.1,1,,,E,E,C,D,8,C,B,D,A,A,B,D,B,B
435804,2019,Entre 31 e 35 anos,M,Parda,1,concluiu,Não respondeu,Macapá,AP,,,,,0,,,F,C,E,B,4,G,E,E,C,A,B,E,B,B
437269,2019,25 anos,M,Branca,1,concluiu,Não respondeu,Pelotas,RS,,,,,1,,,B,B,A,A,4,B,A,B,A,A,B,A,A,A
438822,2019,17 anos,F,Branca,1,cursando,Pública,São José dos Campos,SP,,,,,0,,,H,E,F,B,3,C,B,D,A,A,B,D,A,B
439361,2019,18 anos,M,Parda,1,cursando,Pública,Marabá,PA,,,,,1,,,B,D,A,A,5,A,B,C,A,A,B,B,A,A
439904,2019,18 anos,F,Branca,1,cursando,Pública,Maringá,PR,552.0,,,598.0,0,,,E,E,C,F,5,C,C,D,B,A,B,D,B,B
440340,2019,Menor de 17 anos,F,Branca,1,cursando,Não respondeu,Currais Novos,RN,510.1,,,505.6,0,,,E,E,C,B,3,C,B,C,A,B,B,C,A,B
441519,2019,18 anos,F,Parda,1,cursando,Pública,Itambé,PE,,,,,1,,,B,G,B,D,3,G,B,C,A,A,B,D,A,B
441767,2019,17 anos,F,Parda,2,cursando,Pública,Recife,PE,,,,,1,,,D,E,B,D,7,C,B,C,B,A,B,B,A,B
442704,2019,22 anos,M,Parda,0,concluiu,Não respondeu,Campos dos Goytacazes,RJ,,,,,0,,,E,E,D,B,2,C,B,C,A,A,B,C,A,A
444208,2019,17 anos,F,Parda,2,concluiu,Não respondeu,Ibiporã,PR,,,,,0,,,C,D,C,C,4,D,B,C,B,A,B,C,A,B
444926,2019,18 anos,F,Branca,1,cursando,Pública,Montes Claros,MG,,,,,1,,,D,B,C,B,3,C,B,D,A,A,B,D,A,B
449129,2019,Menor de 17 anos,F,Branca,1,cursando,Não respondeu,São Paulo,SP,,,,,0,,,F,E,D,D,4,P,C,D,B,A,B,D,B,B
449143,2019,24 anos,F,Branca,1,concluiu,Não respondeu,Anápolis,GO,500.7,,,581.9,1,,,A,B,B,B,5,E,B,D,A,A,B,E,B,B
450769,2019,23 anos,F,Parda,1,concluiu,Não respondeu,Ceará-Mirim,RN,,,,,1,,,B,B,A,F,6,B,B,D,A,B,B,E,A,B
452954,2019,18 anos,F,Branca,1,concluiu,Não respondeu,Canoas,RS,,,,,0,,,E,D,C,B,3,D,C,C,A,A,B,B,A,B
453047,2019,Menor de 17 anos,M,Parda,1,cursando,Pública,Ribeirão,PE,,,,,1,,,D,E,A,A,5,B,B,C,B,A,B,C,A,B
454916,2019,18 anos,F,Branca,1,cursando,Não respondeu,Pelotas,RS,,,,,0,,,G,E,D,D,4,G,C,D,B,A,B,E,D,B
455097,2019,21 anos,M,Parda,1,concluiu,Não respondeu,Vitória,ES,,,,,0,,,F,E,D,D,5,K,C,D,C,A,B,D,C,B
456660,2019,19 anos,F,Parda,0,concluiu,Não respondeu,Pará de Minas,MG,,,,,1,,,E,E,C,D,3,D,B,C,B,A,B,D,B,B
456801,2019,21 anos,F,Parda,1,concluiu,Não respondeu,Águas Belas,PE,,,,,1,,,E,E,A,A,3,B,B,C,A,A,B,C,A,B
457480,2019,19 anos,F,Preta,0,cursando,Pública,Gandu,BA,,,,,0,,,B,C,C,B,3,B,B,B,A,A,B,C,A,B
458088,2019,17 anos,M,Parda,1,cursando,Pública,Ubatuba,SP,,,,,0,,,E,E,B,B,4,G,B,C,B,B,B,E,B,B
458295,2019,18 anos,F,Branca,1,cursando,Pública,São Paulo,SP,,,,,1,,,D,E,C,B,4,D,B,D,C,B,B,D,B,B
464955,2019,19 anos,M,Branca,1,cursando,Pública,Sete Lagoas,MG,,,,,0,,,G,G,D,D,3,H,C,C,C,A,B,D,C,B
465550,2019,24 anos,F,Parda,1,concluiu,Não respondeu,Palmas,TO,,,,,1,,,B,B,C,B,5,G,B,D,A,B,B,E,A,A
468328,2019,22 anos,F,Parda,1,concluiu,Não respondeu,Caruaru,PE,,,,,1,,,B,B,B,B,2,C,B,C,A,A,A,C,A,B
470519,2019,19 anos,F,Branca,1,cursando,Pública,Iturama,MG,,,,,0,,,D,D,C,B,4,D,B,D,B,A,B,E,A,A
471385,2019,18 anos,M,Preta,1,cursando,Pública,Pirassununga,SP,,,,,0,,,D,F,C,D,3,C,C,C,C,B,B,D,B,B
471464,2019,24 anos,F,Parda,1,concluiu,Não respondeu,Natal,RN,,,,,1,,,D,F,C,F,2,D,B,B,A,A,B,C,A,B
471727,2019,19 anos,F,Preta,1,concluiu,Não respondeu,Rio de Janeiro,RJ,,,,,1,,,E,D,B,B,4,B,B,B,A,A,B,D,A,B
475052,2019,19 anos,M,Branca,1,concluiu,Não respondeu,Marataízes,ES,,,,,1,,,H,F,C,D,3,C,C,D,A,B,B,D,B,B
475907,2019,Menor de 17 anos,F,Preta,1,cursando,Não respondeu,Cuiabá,MT,,,,,1,,,E,D,A,B,5,E,B,C,B,C,B,D,A,B
480356,2019,19 anos,F,Parda,1,concluiu,Não respondeu,Ouro Branco,MG,,,,,1,,,B,H,A,B,3,C,C,E,B,A,B,B,A,A
482132,2019,Entre 31 e 35 anos,F,Preta,1,concluiu,Não respondeu,Muriaé,MG,,,,,0,,,C,E,B,B,3,B,B,B,A,A,B,B,A,B
483769,2019,19 anos,M,Parda,1,concluiu,Não respondeu,Tibau,RN,,,,,1,,,E,E,F,F,4,C,B,C,A,B,B,D,B,B
484447,2019,Entre 26 e 30 anos,F,Branca,1,concluiu,Não respondeu,Goianira,GO,,,,,1,,,C,B,F,B,3,C,B,C,B,A,B,B,A,A
485399,2019,17 anos,F,Branca,2,cursando,Pública,São Luís,MA,408.0,,,463.0,1,,,H,E,B,C,5,C,B,C,A,A,B,C,A,B
486149,2019,18 anos,F,Branca,1,cursando,Pública,São Paulo,SP,,,,,0,,,H,H,C,B,3,B,B,B,A,A,B,B,A,A
487897,2019,18 anos,M,Parda,1,concluiu,Não respondeu,Santa Inês,MA,,,,,1,,,C,E,F,C,6,B,B,C,A,A,B,C,A,A
488346,2019,17 anos,F,Branca,1,cursando,Não respondeu,Muriaé,MG,429.1,,,479.6,0,,,B,E,B,B,7,C,C,D,B,B,B,D,B,B
489122,2019,21 anos,F,Preta,1,concluiu,Não respondeu,Salvador,BA,,,,,1,,,E,E,F,C,3,A,B,B,A,A,B,B,A,B
492547,2019,19 anos,F,Parda,2,concluiu,Não respondeu,Pará de Minas,MG,,,,,1,,,C,C,C,B,3,C,D,D,B,A,B,C,B,B
492999,2019,18 anos,F,Parda,1,cursando,Pública,Manaus,AM,,,,,0,,,H,E,B,B,4,B,B,B,B,A,B,C,A,B
495625,2019,Entre 31 e 35 anos,M,Branca,1,concluiu,Não respondeu,Natal,RN,,,,,0,,,H,E,F,B,2,D,B,C,A,A,B,C,A,B
496568,2019,18 anos,M,Preta,1,cursando,Pública,Palmas,TO,,,,,0,,,E,E,C,B,3,B,B,C,A,A,B,B,A,B
499996,2019,19 anos,F,Parda,1,concluiu,Não respondeu,Floresta,PE,,,,,1,,,H,C,B,B,3,B,B,C,A,A,B,C,A,A
503502,2019,21 anos,M,Parda,1,concluiu,Não respondeu,Contagem,MG,,,,,1,,,E,E,D,D,3,C,B,C,D,A,B,D,A,B
505021,2019,Menor de 17 anos,F,Parda,1,cursando,Não respondeu,Palhoça,SC,,,,,0,,,E,E,D,D,4,E,B,D,A,A,B,E,B,B
505120,2019,23 anos,F,Branca,1,concluiu,Não respondeu,São Paulo,SP,,,,,0,,,D,D,B,B,4,E,C,D,A,A,B,D,A,B
505510,2019,Entre 26 e 30 anos,M,Parda,1,concluiu,Não respondeu,Andradas,MG,,,,,0,,,B,B,F,B,2,C,B,C,A,A,B,C,B,B
505844,2019,17 anos,F,Branca,1,cursando,Privada,Vinhedo,SP,,,,,1,,,G,G,B,D,3,O,E,D,C,A,B,B,B,B
506587,2019,18 anos,M,Parda,1,cursando,Privada,Lagoa da Prata,MG,,,,,1,,,E,F,C,D,4,C,C,D,C,B,B,E,B,B
506922,2019,19 anos,F,Parda,1,cursando,Pública,Bom Jesus da Lapa,BA,,,,,1,,,H,B,F,C,3,B,B,C,A,A,B,B,A,B
507449,2019,17 anos,F,Branca,1,cursando,Pública,Telêmaco Borba,PR,,,,,1,,,B,D,C,F,2,D,B,B,A,B,B,B,B,B
507464,2019,18 anos,F,Branca,1,cursando,Pública,Avaré,SP,,,,,0,,,F,E,E,D,4,G,D,D,B,A,C,E,A,B
511936,2019,19 anos,M,Branca,1,concluiu,Não respondeu,Brusque,SC,,,,,1,,,B,C,C,C,10,B,B,E,C,D,B,E,B,B
512584,2019,19 anos,F,Parda,1,concluiu,Não respondeu,Tailândia,PA,,,,,0,,,B,E,A,A,4,B,B,C,A,A,B,B,A,A
