,NU_ANO,TP_FAIXA_ETARIA,TP_SEXO,TP_COR_RACA,TP_NACIONALIDADE,TP_ST_CONCLUSAO,TP_ESCOLA,NO_MUNICIPIO_PROVA,SG_UF_PROVA,NU_NOTA_CN,NU_NOTA_CH,NU_NOTA_LC,NU_NOTA_MT,TP_LINGUA,TP_STATUS_REDACAO,NU_NOTA_REDACAO,Estudo_Pai,Estudo_Mãe,Profissão_Pai,Profissão_Mãe,QT_Pessoas_Moradia,Renda_Familiar,QT_Banheiros,QT_Quartos,QT_Carros,QT_Motos,QT_Geladeira,QT_Celular,QT_Computador,Acesso_Internet
3865845,2019,Entre 26 e 30 anos,F,Branca,1,concluiu,Não respondeu,Rancharia,SP,,,,,1,,,B,B,B,F,4,F,B,C,B,B,B,E,A,B
3868127,2019,19 anos,M,Parda,1,concluiu,Não respondeu,São Sebastião do Paraíso,MG,,,,,0,,,B,C,C,B,5,F,B,D,B,B,B,E,B,B
3870689,2019,Entre 26 e 30 anos,M,Parda,1,concluiu,Não respondeu,Sobral,CE,,,,,1,,,C,C,A,B,4,A,B,C,A,A,B,B,A,B
3871697,2019,Menor de 17 anos,M,Parda,1,cursando,Não respondeu,Fortaleza,CE,,,,,0,,,D,D,B,C,3,E,B,C,B,A,B,C,B,B
3871716,2019,Menor de 17 anos,M,Parda,1,cursando,Não respondeu,Piripiri,PI,,,,,1,,,E,E,A,A,4,E,D,E,C,C,C,D,A,B
3874525,2019,22 anos,F,Branca,1,concluiu,Não respondeu,Rio de Janeiro,RJ,,,,,0,,,D,C,F,B,6,B,B,C,A,A,B,D,A,B
3874873,2019,19 anos,M,Preta,1,concluiu,Não respondeu,Divinópolis,MG,,,,,1,,,F,E,D,B,4,D,B,C,B,B,B,D,B,B
3876026,2019,Entre 31 e 35 anos,M,Branca,1,concluiu,Não respondeu,Osasco,SP,,,,,1,,,E,E,C,C,2,C,C,D,A,A,B,C,C,B
3876759,2019,19 anos,M,Preta,1,concluiu,Não respondeu,Rio de Janeiro,RJ,,,,,1,,,E,E,D,C,2,C,C,C,B,A,B,B,A,B
3877303,2019,Menor de 17 anos,F,Parda,1,cursando,Não respondeu,Rio de Janeiro,RJ,,,,,1,,,G,G,E,D,3,O,E,D,B,A,B,E,C,B
3878773,2019,19 anos,M,Branca,1,concluiu,Não respondeu,Ubiratã,PR,,,,,0,,,B,E,C,C,3,C,C,D,B,A,B,C,A,A
3878776,2019,19 anos,F,Branca,1,cursando,Pública,Mauá,SP,,,,,1,,,E,F,D,D,7,B,B,C,A,A,B,C,A,A
3881625,2019,25 anos,M,Parda,1,concluiu,Não respondeu,Timon,MA,,,,,1,,,H,H,A,B,5,B,B,E,A,A,B,D,A,B
3883483,2019,Entre 51 e 55 anos,M,Parda,1,concluiu,Não respondeu,São Paulo,SP,,,,,1,,,C,B,A,A,2,C,B,B,B,A,B,C,B,B
3884139,2019,17 anos,M,Branca,1,cursando,Pública,São Paulo,SP,,,,,1,,,E,E,C,B,3,D,B,C,B,A,B,D,B,B
3885894,2019,21 anos,M,Preta,1,concluiu,Não respondeu,São Paulo,SP,,,,,0,,,E,G,C,D,2,B,B,C,A,A,B,C,A,B
3887376,2019,Menor de 17 anos,F,Preta,1,cursando,Não respondeu,Florianópolis,SC,,,,,1,,,E,E,B,B,2,F,B,C,B,A,B,C,B,B
3887605,2019,17 anos,M,Amarela,1,cursando,Pública,Jacareí,SP,453.4,,,505.6,0,,,B,B,C,B,4,C,B,B,A,A,B,C,A,B
3888953,2019,21 anos,F,Amarela,1,concluiu,Não respondeu,Contagem,MG,,,,,1,,,F,E,D,B,5,H,B,C,A,A,B,E,C,B
3892608,2019,Menor de 17 anos,F,Parda,1,cursando,Não respondeu,Porto Velho,RO,,,,,1,,,H,E,F,C,3,B,B,C,A,A,B,D,B,A
3895611,2019,18 anos,F,Parda,1,cursando,Pública,Niquelândia,GO,410.8,,,559.3,1,,,E,E,C,D,3,H,C,D,A,A,B,D,B,B
3896851,2019,Entre 31 e 35 anos,F,Branca,1,concluiu,Não respondeu,Caicó,RN,,,,,1,,,B,B,A,A,4,D,B,C,B,A,B,C,B,B
3897432,2019,19 anos,F,Branca,1,concluiu,Não respondeu,Pau dos Ferros,RN,,,,,1,,,B,B,A,A,4,B,C,D,A,B,B,C,B,B
3897685,2019,20 anos,M,Parda,1,concluiu,Não respondeu,Rio de Janeiro,RJ,,,,,1,,,C,D,F,B,4,D,B,B,A,A,B,C,B,A
3898182,2019,18 anos,M,Parda,1,cursando,Pública,Cuiabá,MT,,,,,1,,,F,C,F,B,8,H,C,D,B,A,B,D,B,B
3899995,2019,19 anos,F,Branca,1,concluiu,Não respondeu,Palmas,TO,,,,,1,,,F,G,E,E,2,G,D,D,A,A,B,B,B,B
3902451,2019,Entre 36 e 40 anos,F,Branca,1,concluiu,Não respondeu,Cruzeiro do Sul,AC,,,,,1,,,H,C,D,C,5,D,B,D,A,A,B,B,B,B
3902646,2019,Menor de 17 anos,M,Branca,1,cursando,Não respondeu,Sarandi,RS,,,,,1,,,D,E,A,D,3,G,B,D,C,A,B,D,B,B
3903375,2019,20 anos,M,Branca,1,concluiu,Não respondeu,Niterói,RJ,,,,,1,,,D,G,D,D,3,H,C,C,A,B,B,C,C,B
3905004,2019,19 anos,M,Parda,1,concluiu,Não respondeu,Medianeira,PR,,,,,1,,,C,E,B,B,3,C,B,C,A,A,B,D,A,B
3905534,2019,23 anos,M,Branca,1,concluiu,Não respondeu,Sinop,MT,,,,,1,,,F,E,D,D,2,C,B,B,A,B,B,C,B,B
3907516,2019,17 anos,F,Parda,1,cursando,Não respondeu,Ilhéus,BA,,,,,0,,,F,E,E,B,4,M,D,E,B,A,B,E,C,B
3908763,2019,17 anos,M,Parda,1,cursando,Privada,Juazeiro do Norte,CE,,,,,1,,,F,G,E,E,4,O,C,D,B,A,B,E,A,B
3909350,2019,Entre 31 e 35 anos,M,Preta,1,concluiu,Não respondeu,Senhor do Bonfim,BA,,,,,0,,,B,B,F,B,5,B,B,C,A,A,B,D,A,A
3909618,2019,18 anos,M,Branca,3,cursando,Não respondeu,São Paulo,SP,414.2,,,584.6,1,,,F,E,D,D,3,D,B,B,A,A,B,D,A,A
3911207,2019,23 anos,F,Preta,1,concluiu,Não respondeu,Nova Iguaçu,RJ,,,,,1,,,C,D,C,B,5,C,B,C,A,B,B,B,A,A
3911603,2019,Menor de 17 anos,F,Parda,1,cursando,Não respondeu,Congonhas,MG,,,,,1,,,E,E,C,D,5,H,C,E,B,A,B,E,A,B
3914048,2019,17 anos,M,Branca,1,cursando,Pública,Olinda,PE,,,,,1,,,B,B,A,A,5,A,B,B,A,A,B,B,A,A
3916759,2019,22 anos,M,Parda,1,concluiu,Não respondeu,Palmas,TO,,,,,0,,,E,F,C,D,2,G,B,C,A,A,B,D,C,B
3916770,2019,20 anos,M,Parda,1,concluiu,Não respondeu,Montes Claros,MG,,,,,1,,,E,E,A,A,3,D,B,C,A,A,B,D,C,B
3920786,2019,Menor de 17 anos,M,Branca,1,cursando,Não respondeu,Porto Alegre,RS,,,,,0,,,F,E,E,D,3,O,D,D,B,A,B,D,C,B
3922273,2019,17 anos,F,Parda,1,cursando,Pública,Andradas,MG,,,,,0,,,E,E,A,B,4,C,B,C,A,A,B,B,A,B
3922887,2019,Entre 26 e 30 anos,F,Parda,1,cursando,Não respondeu,Belém,PA,,,,,1,,,B,D,B,B,8,C,B,B,A,A,B,B,A,A
3924132,2019,18 anos,F,Branca,1,concluiu,Não respondeu,São Paulo,SP,,,,,0,,,E,E,C,F,4,B,B,B,A,A,B,D,B,B
3924609,2019,17 anos,F,Branca,1,cursando,Não respondeu,Bom Despacho,MG,,,,,0,,,B,E,B,E,4,C,B,D,B,A,B,C,B,B
3929494,2019,Entre 41 e 45 anos,F,Preta,1,concluiu,Não respondeu,Belo Horizonte,MG,,,,,0,,,A,B,A,B,4,C,B,A,A,A,B,D,B,B
3930121,2019,18 anos,M,Branca,1,cursando,Pública,Torres,RS,,,,,0,,,F,F,F,D,4,K,B,C,B,A,B,B,B,B
3933864,2019,21 anos,M,Parda,1,concluiu,Não respondeu,Cuiabá,MT,,,,,1,,,F,D,E,B,5,H,D,D,C,A,C,E,B,B
3934138,2019,21 anos,M,Parda,1,concluiu,Não respondeu,Teresina,PI,,,,,1,,,A,D,A,A,5,A,A,D,A,A,B,C,A,A
3934814,2019,Entre 31 e 35 anos,M,Branca,1,concluiu,Não respondeu,Tucuruí,PA,,,,,0,,,H,B,F,F,2,C,B,D,A,B,B,C,B,B
3935214,2019,19 anos,M,Preta,1,concluiu,Não respondeu,Uberlândia,MG,,,,,0,,,F,F,D,B,3,F,C,D,B,A,B,D,A,B
3936560,2019,Entre 31 e 35 anos,F,Branca,1,concluiu,Não respondeu,Guarujá,SP,,,,,0,,,E,H,B,B,1,D,B,B,A,A,B,B,A,B
3939232,2019,18 anos,F,Branca,1,cursando,Privada,Ponta Grossa,PR,,,,,1,,,G,G,F,D,3,N,C,E,C,A,B,E,C,B
3939391,2019,18 anos,M,Parda,1,cursando,Pública,Nova Venécia,ES,497.4,,,594.2,1,,,F,G,C,D,6,H,C,C,C,A,B,D,B,B
3939434,2019,17 anos,M,Parda,1,cursando,Não respondeu,Teotônio Vilela,AL,,,,,1,,,D,C,A,C,5,B,B,C,A,A,B,E,A,B
3941239,2019,17 anos,M,Parda,1,concluiu,Não respondeu,Marília,SP,539.1,,,629.8,0,,,E,E,D,D,3,L,C,D,C,A,B,D,B,B
3942796,2019,Entre 56 e 60 anos,F,Branca,1,concluiu,Não respondeu,Rio de Janeiro,RJ,,,,,1,,,D,C,C,C,3,D,C,C,A,A,B,D,B,B
3943286,2019,Entre 26 e 30 anos,F,Branca,1,concluiu,Não respondeu,Curitiba,PR,,,,,0,,,D,D,B,B,2,B,B,C,A,A,B,C,B,B
3943837,2019,18 anos,M,Preta,1,cursando,Pública,São Paulo,SP,,,,,0,,,E,E,C,B,4,G,B,C,B,A,B,A,B,B
3944325,2019,Entre 31 e 35 anos,F,Branca,1,concluiu,Não respondeu,Rio de Janeiro,RJ,,,,,1,,,F,E,D,F,2,D,B,C,A,A,B,C,A,A
3946669,2019,17 anos,F,Parda,1,cursando,Pública,São Paulo,SP,533.4,,,672.4,0,,,D,G,B,E,5,G,B,C,B,A,B,E,B,B
3948156,2019,Menor de 17 anos,M,Branca,1,cursando,Não respondeu,São Miguel do Iguaçu,PR,460.4,,,608.7,0,,,G,G,D,D,4,J,B,C,B,A,B,C,B,B
3950707,2019,17 anos,M,Preta,1,cursando,Pública,Goianira,GO,,,,,1,,,C,C,B,B,3,C,B,C,B,A,B,C,A,A
3953639,2019,18 anos,F,Parda,1,cursando,Pública,Guarulhos,SP,,,,,0,,,D,A,F,B,5,C,C,C,B,A,B,B,A,B
3953870,2019,Entre 26 e 30 anos,M,Parda,1,concluiu,Não respondeu,Ananindeua,PA,,,,,1,,,A,C,B,B,2,A,B,B,A,A,B,B,A,A
3954404,2019,Entre 26 e 30 anos,M,Parda,1,concluiu,Não respondeu,Linhares,ES,,,,,0,,,B,B,A,B,4,E,B,C,A,A,B,D,B,B
3954670,2019,Menor de 17 anos,F,Parda,1,cursando,Não respondeu,Niterói,RJ,,,,,0,,,H,G,F,D,2,F,B,C,A,A,B,C,B,B
3955828,2019,21 anos,M,Parda,1,concluiu,Não respondeu,Nova Friburgo,RJ,,,,,1,,,D,F,C,D,4,I,C,D,B,B,B,D,B,B
3957931,2019,Entre 36 e 40 anos,M,Branca,1,concluiu,Não respondeu,Barbacena,MG,,,,,0,,,G,E,E,D,3,I,E,E,D,A,C,B,C,B
3958133,2019,Entre 31 e 35 anos,F,Preta,1,concluiu,Não respondeu,Valparaíso de Goiás,GO,,,,,0,,,E,B,E,A,2,F,C,D,C,A,B,C,B,A
3958175,2019,Entre 26 e 30 anos,F,Preta,1,concluiu,Não respondeu,Viçosa,MG,,,,,1,,,B,D,A,A,5,F,D,E,A,A,C,E,D,B
3959023,2019,Entre 31 e 35 anos,M,Não declarado,1,concluiu,Não respondeu,Brasília,DF,,,,,0,,,G,G,E,E,5,P,E,E,E,A,C,E,E,B
3960557,2019,Entre 46 e 50 anos,F,Preta,1,concluiu,Não respondeu,Fortaleza,CE,,,,,1,,,H,A,A,B,4,F,B,B,A,A,B,C,B,B
3962218,2019,Entre 46 e 50 anos,M,Preta,1,concluiu,Não respondeu,Macaé,RJ,475.8,,,465.2,1,,,B,A,C,F,2,B,B,C,A,A,B,B,A,A
3962453,2019,Entre 36 e 40 anos,M,Branca,1,concluiu,Não respondeu,Carpina,PE,,,,,1,,,C,C,F,B,2,C,B,C,A,B,B,B,A,A
3964473,2019,17 anos,M,Parda,1,cursando,Pública,São Paulo,SP,,,,,1,,,H,E,C,C,4,E,B,D,A,A,B,E,A,B
3965211,2019,Entre 56 e 60 anos,M,Parda,1,concluiu,Não respondeu,Santos,SP,,,,,0,,,B,A,D,D,7,D,B,C,B,A,B,E,A,A
3965712,2019,Menor de 17 anos,F,Parda,1,cursando,Não respondeu,Campos Belos,GO,,,,,1,,,E,E,B,B,4,D,B,C,A,A,B,C,B,B
3965906,2019,Entre 51 e 55 anos,M,Branca,1,concluiu,Não respondeu,Sobral,CE,,,,,1,,,E,C,B,B,5,C,B,C,A,B,B,D,B,B
3966789,2019,21 anos,M,Preta,1,concluiu,Não respondeu,Novo Gama,GO,,,,,0,,,A,B,D,B,2,C,B,C,A,A,B,B,B,B
3967081,2019,Entre 51 e 55 anos,M,Branca,1,concluiu,Não respondeu,São Mateus,ES,,,,,0,,,C,A,C,B,3,C,B,C,A,A,B,C,A,A
3970104,2019,17 anos,F,Branca,1,cursando,Não respondeu,Alvorada do Sul,PR,,,,,1,,,E,C,D,B,6,G,B,C,B,A,B,E,A,B
3973221,2019,20 anos,F,Parda,1,concluiu,Não respondeu,Rubiataba,GO,,,,,1,,,D,D,A,B,2,C,B,D,B,B,B,C,B,B
3975918,2019,21 anos,F,Parda,1,concluiu,Não respondeu,Esperança,PB,,,,,1,,,B,B,A,A,2,B,B,D,A,A,B,C,A,B
3976184,2019,Menor de 17 anos,M,Branca,1,cursando,Não respondeu,Piumhi,MG,,,,,0,,,D,D,A,A,5,F,B,D,B,A,B,D,B,B
3977454,2019,17 anos,F,Branca,1,cursando,Não respondeu,Belo Horizonte,MG,,,,,0,,,D,G,D,D,4,L,C,D,C,B,B,E,C,B
3981051,2019,17 anos,F,Branca,1,cursando,Privada,Mesquita,RJ,,,,,0,,,D,E,D,B,3,G,D,C,C,A,B,D,C,B
3981231,2019,19 anos,F,Amarela,1,concluiu,Não respondeu,Anápolis,GO,,,,,0,,,C,E,A,A,3,C,C,D,B,A,B,D,B,B
3982999,2019,20 anos,F,Parda,1,cursando,Pública,Fortaleza,CE,,,,,1,,,D,B,C,B,4,B,B,C,A,A,B,C,A,B
3983970,2019,19 anos,F,Amarela,1,concluiu,Não respondeu,Campo Grande,MS,,,,,0,,,E,F,C,D,4,C,B,C,A,A,B,C,A,A
3984391,2019,Entre 26 e 30 anos,M,Branca,1,concluiu,Não respondeu,Osasco,SP,,,,,0,,,E,E,B,B,2,C,B,C,A,A,B,C,A,A
3986767,2019,Entre 31 e 35 anos,F,Parda,1,concluiu,Não respondeu,Abaetetuba,PA,,,,,0,,,H,E,B,B,14,A,A,B,A,A,B,B,A,A
3988414,2019,24 anos,F,Parda,1,concluiu,Não respondeu,Novo Gama,GO,,,,,0,,,E,E,C,B,3,B,B,B,A,A,B,B,A,B
3992284,2019,Entre 36 e 40 anos,M,Indígena,1,concluiu,Não respondeu,Petrolina,PE,,,,,1,,,B,F,A,D,6,D,C,D,B,A,B,D,B,B
3992545,2019,Entre 31 e 35 anos,M,Parda,1,concluiu,Não respondeu,Belém,PA,,,,,1,,,B,C,A,A,5,C,B,C,A,A,B,E,A,A
3992564,2019,17 anos,M,Parda,1,cursando,Não respondeu,Natal,RN,479.9,,,671.3,0,,,E,D,D,B,5,E,B,C,B,A,B,D,A,B
3994058,2019,18 anos,M,Branca,1,concluiu,Não respondeu,São Bernardo do Campo,SP,604.4,,,605.6,0,,,E,C,D,C,3,D,C,B,B,A,B,D,A,B
3994746,2019,Menor de 17 anos,F,Branca,1,cursando,Não respondeu,Vitória,ES,,,,,0,,,F,E,E,F,4,H,C,D,B,B,B,E,B,B
3994945,2019,Menor de 17 anos,F,Parda,1,cursando,Não respondeu,Assis Chateaubriand,PR,,,,,0,,,E,C,A,B,3,C,B,C,A,A,B,D,B,B
3996810,2019,20 anos,M,Amarela,1,concluiu,Não respondeu,Duque de Caxias,RJ,,,,,0,,,H,D,C,B,3,C,B,C,A,A,C,D,B,B
3997340,2019,Entre 51 e 55 anos,M,Parda,1,concluiu,Não respondeu,Catolé do Rocha,PB,,,,,1,,,B,E,A,D,4,C,C,C,B,B,B,C,B,B
3997376,2019,21 anos,M,Branca,1,concluiu,Não respondeu,Piratini,RS,,,,,1,,,H,E,F,C,2,C,C,C,B,A,B,C,B,B
3998326,2019,21 anos,M,Parda,1,concluiu,Não respondeu,Guaíra,PR,470.7,,,399.2,1,,,B,C,A,C,5,C,B,C,B,C,B,C,B,B
3998442,2019,17 anos,F,Branca,1,cursando,Pública,Arapongas,PR,,,,,0,,,E,H,C,B,4,C,C,D,B,A,C,D,B,B
3999107,2019,23 anos,F,Branca,1,concluiu,Não respondeu,Natal,RN,,,,,0,,,C,E,D,D,4,M,E,E,C,A,B,E,B,B
4000291,2019,19 anos,F,Parda,1,concluiu,Não respondeu,Palmas,TO,,,,,1,,,G,G,D,D,4,D,B,D,C,B,B,D,B,B
4000901,2019,17 anos,F,Branca,1,cursando,Pública,Paranavaí,PR,413.5,,,407.2,1,,,D,C,C,C,4,C,C,D,A,A,B,D,B,B
4003253,2019,Menor de 17 anos,F,Branca,1,cursando,Não respondeu,São José,SC,,,,,0,,,G,G,D,D,3,K,C,D,B,A,B,D,B,B
4003424,2019,19 anos,M,Branca,1,concluiu,Não respondeu,Maringá,PR,567.4,,,712.6,0,,,C,C,B,B,4,F,C,D,B,A,A,E,B,B
4004479,2019,18 anos,M,Parda,1,concluiu,Não respondeu,Caldas Novas,GO,,,,,0,,,E,F,F,E,3,C,D,D,B,B,B,D,C,B
4004797,2019,Entre 26 e 30 anos,F,Parda,1,cursando,Pública,João Pessoa,PB,,,,,0,,,F,F,F,F,6,H,B,D,B,A,B,D,D,B
4004950,2019,Entre 26 e 30 anos,M,Parda,1,cursando,Pública,Várzea Grande,MT,,,,,1,,,H,C,F,B,3,B,B,D,A,B,B,C,B,B
4004985,2019,Entre 26 e 30 anos,M,Parda,1,concluiu,Não respondeu,São Luís,MA,,,,,1,,,A,C,A,F,4,C,B,C,A,A,B,B,A,B
4005482,2019,Menor de 17 anos,M,Parda,1,cursando,Não respondeu,Boa Vista,RR,,,,,1,,,G,G,E,D,4,I,C,D,C,A,B,E,D,B
4006785,2019,18 anos,M,Preta,1,concluiu,Não respondeu,São Paulo,SP,,,,,0,,,C,C,B,B,2,C,B,C,A,A,B,B,B,B
4008183,2019,24 anos,M,Branca,1,concluiu,Não respondeu,Macaúbas,BA,,,,,0,,,A,A,A,A,7,C,B,D,A,A,B,D,B,B
4008202,2019,Menor de 17 anos,F,Parda,1,cursando,Não respondeu,Corinto,MG,466.3,,,559.2,0,,,F,G,D,D,4,L,D,D,C,A,B,E,B,B
4008420,2019,Menor de 17 anos,F,Branca,1,cursando,Não respondeu,Passos,MG,409.2,,,537.2,0,,,F,D,E,E,4,I,E,E,C,A,B,E,B,B
4011736,2019,Entre 31 e 35 anos,M,Preta,1,concluiu,Não respondeu,Feira de Santana,BA,,,,,1,,,B,B,B,C,1,A,B,A,A,A,B,B,B,B
4012267,2019,17 anos,M,Parda,1,cursando,Não respondeu,Teresina,PI,,,,,0,,,H,F,E,E,3,Q,C,E,B,A,B,E,B,B
4012480,2019,17 anos,M,Parda,1,cursando,Não respondeu,Ribeirão Preto,SP,,,,,0,,,D,E,E,F,4,K,E,E,C,A,B,E,D,B
4013109,2019,18 anos,F,Parda,1,cursando,Pública,Dourados,MS,,,,,1,,,E,B,B,B,5,C,B,C,B,A,B,C,A,B
4017770,2019,19 anos,F,Branca,1,concluiu,Não respondeu,Anápolis,GO,,,,,0,,,C,E,D,B,3,F,C,D,B,A,B,D,A,B
4017803,2019,19 anos,M,Branca,1,cursando,Pública,Uberlândia,MG,,,,,0,,,B,E,A,B,5,I,D,E,B,B,B,E,C,B
4018325,2019,Entre 31 e 35 anos,F,Branca,1,concluiu,Não respondeu,Porto Alegre,RS,,,,,0,,,C,E,C,D,3,D,B,C,A,A,B,E,C,B
4018710,2019,17 anos,M,Preta,1,cursando,Pública,São Paulo,SP,,,,,0,,,E,E,F,B,2,B,B,C,B,A,B,B,A,B
4020478,2019,17 anos,F,Branca,1,cursando,Privada,São Paulo,SP,571.2,,,581.8,0,,,D,F,E,D,3,K,C,D,B,A,B,D,B,B
4021806,2019,18 anos,M,Branca,1,concluiu,Não respondeu,Niterói,RJ,,,,,0,,,E,G,D,E,4,G,C,C,B,A,B,E,C,B
4021911,2019,19 anos,F,Parda,1,concluiu,Não respondeu,Capitão Poço,PA,,,,,0,,,H,E,A,A,2,C,B,C,A,B,B,C,A,A
4022038,2019,17 anos,M,Branca,1,cursando,Pública,São Paulo,SP,,,,,1,,,D,D,C,B,3,B,C,C,A,A,B,D,B,B
4024639,2019,21 anos,M,Branca,1,concluiu,Não respondeu,Imperatriz,MA,,,,,0,,,E,E,C,B,3,E,B,C,A,B,B,D,B,B
4024860,2019,18 anos,M,Branca,1,concluiu,Não respondeu,Belo Horizonte,MG,,,,,1,,,F,F,A,D,2,B,D,D,A,A,C,C,B,B
4025042,2019,17 anos,F,Branca,1,cursando,Pública,São Paulo,SP,,,,,1,,,E,C,C,C,3,G,B,C,A,A,B,D,B,B
4029058,2019,Entre 41 e 45 anos,F,Parda,1,concluiu,Não respondeu,Belém,PA,,,,,1,,,H,B,B,B,5,F,B,C,A,A,B,D,A,B
4030515,2019,19 anos,F,Branca,1,cursando,Pública,Palhoça,SC,,,,,1,,,E,D,C,B,3,D,B,C,A,A,B,C,B,B
4031262,2019,20 anos,M,Parda,1,concluiu,Não respondeu,Brasília,DF,,,,,1,,,H,E,B,B,2,C,B,C,A,A,B,C,A,B
4031411,2019,Entre 36 e 40 anos,M,Preta,1,concluiu,Não respondeu,Salvador,BA,,,,,0,,,A,B,A,A,1,C,B,B,A,B,B,B,A,A
4033317,2019,19 anos,M,Branca,1,cursando,Pública,São Paulo,SP,,,,,0,,,E,E,E,E,4,Q,E,D,B,A,C,E,D,B
4033451,2019,19 anos,M,Parda,1,cursando,Pública,Propriá,SE,,,,,1,,,E,C,B,B,4,B,C,B,A,A,B,C,A,B
4033537,2019,18 anos,F,Amarela,1,cursando,Pública,São Luís,MA,,,,,0,,,E,D,D,D,4,C,B,C,A,A,B,B,B,B
4037201,2019,24 anos,F,Parda,1,concluiu,Não respondeu,Anápolis,GO,,,,,1,,,E,A,A,B,1,C,C,C,B,A,B,B,A,A
4037877,2019,18 anos,M,Branca,1,concluiu,Não respondeu,Anápolis,GO,,,,,0,,,E,B,B,B,4,G,B,D,B,A,B,E,B,B
4039034,2019,Menor de 17 anos,M,Branca,1,cursando,Não respondeu,São Paulo,SP,489.7,,,463.4,0,,,E,E,B,B,3,B,B,B,A,B,B,B,B,B
4039687,2019,17 anos,F,Branca,1,cursando,Pública,Coronel Vivida,PR,,,,,1,,,B,B,C,B,2,B,B,D,A,A,B,C,A,B
4039808,2019,18 anos,M,Branca,1,cursando,Pública,Joinville,SC,,,,,0,,,B,C,C,B,3,H,B,D,B,B,B,D,B,B
4040826,2019,18 anos,F,Parda,1,cursando,Pública,Belo Jardim,PE,,,,,1,,,B,B,A,A,5,C,B,B,A,A,B,B,B,B
4040863,2019,18 anos,M,Branca,1,concluiu,Não respondeu,Santa Rosa,RS,,,,,1,,,C,F,A,D,2,C,B,C,A,A,B,B,A,B
4040936,2019,18 anos,F,Parda,1,cursando,Pública,Macapá,AP,416.3,,,446.2,0,,,E,C,B,B,6,B,B,D,A,A,B,B,B,A
4042231,2019,Entre 26 e 30 anos,M,Branca,1,concluiu,Não respondeu,Curitiba,PR,,,,,1,,,C,A,A,A,3,D,C,D,B,B,B,D,B,B
4042531,2019,23 anos,F,Parda,1,concluiu,Não respondeu,São Luís,MA,,,,,1,,,B,B,B,B,4,B,B,C,A,A,B,B,A,B
4044074,2019,18 anos,M,Branca,1,concluiu,Não respondeu,Bauru,SP,,,,,0,,,G,D,E,B,4,P,C,D,B,A,B,E,C,B
4044552,2019,17 anos,F,Branca,1,cursando,Privada,Goiânia,GO,563.2,,,677.3,0,,,F,E,D,B,4,D,C,D,B,B,B,D,C,B
4044745,2019,25 anos,M,Branca,1,concluiu,Não respondeu,Aparecida de Goiânia,GO,,,,,1,,,C,G,D,D,4,I,C,D,C,C,B,E,C,B
4047935,2019,18 anos,M,Branca,1,cursando,Pública,São Paulo,SP,,,,,0,,,E,E,B,B,5,D,B,C,A,A,B,D,A,B
4048262,2019,20 anos,F,Preta,1,concluiu,Não respondeu,São Paulo,SP,,,,,1,,,E,C,F,C,5,B,C,D,B,A,B,E,B,B
4049763,2019,17 anos,M,Branca,1,cursando,Não respondeu,Rio de Janeiro,RJ,,,,,0,,,F,D,E,F,4,P,E,D,B,A,C,E,D,B
4051151,2019,Entre 36 e 40 anos,M,Parda,1,concluiu,Não respondeu,Belo Horizonte,MG,,,,,0,,,D,B,A,B,2,E,B,C,A,A,B,D,B,A
4052412,2019,Menor de 17 anos,F,Branca,1,cursando,Não respondeu,Joinville,SC,,,,,0,,,E,G,D,D,3,H,C,D,C,A,B,D,B,B
4052475,2019,19 anos,F,Parda,1,concluiu,Não respondeu,Mocajuba,PA,,,,,1,,,A,A,A,A,5,B,B,C,A,A,B,C,A,A
4053048,2019,23 anos,M,Parda,1,concluiu,Não respondeu,Bayeux,PB,,,,,0,,,B,B,F,B,6,B,C,D,B,B,B,C,A,B
4053889,2019,25 anos,F,Parda,1,concluiu,Não respondeu,Montes Claros,MG,455.3,,,433.4,1,,,B,E,C,C,3,C,B,B,A,A,B,C,B,B
4058298,2019,18 anos,F,Branca,1,cursando,Não respondeu,Florianópolis,SC,,,,,0,,,F,E,E,B,6,F,E,E,C,A,C,E,B,B
4059130,2019,Entre 26 e 30 anos,F,Preta,1,concluiu,Não respondeu,Capelinha,MG,530.4,,,419.4,1,,,B,B,A,A,3,B,B,C,A,A,B,B,A,A
4059741,2019,17 anos,M,Branca,1,cursando,Pública,São José do Rio Pardo,SP,,,,,1,,,D,C,B,B,3,D,B,C,B,B,B,D,B,B
4061155,2019,Entre 26 e 30 anos,F,Branca,1,concluiu,Não respondeu,São Francisco do Sul,SC,,,,,1,,,B,E,B,B,5,D,B,D,B,A,B,B,B,B
4063135,2019,Menor de 17 anos,M,Branca,1,cursando,Não respondeu,Sinop,MT,507.6,,,536.0,1,,,E,F,D,D,4,I,C,D,B,A,B,D,B,B
4064061,2019,20 anos,F,Parda,1,concluiu,Não respondeu,Teresina,PI,,,,,1,,,D,E,C,B,5,F,B,D,C,A,B,E,B,B
4064782,2019,Menor de 17 anos,F,Branca,1,cursando,Não respondeu,Palhoça,SC,,,,,0,,,G,G,E,D,4,M,B,C,C,A,B,C,B,B
4065754,2019,Entre 26 e 30 anos,M,Branca,1,concluiu,Não respondeu,Alpinópolis,MG,,,,,0,,,C,F,D,D,3,L,D,D,C,B,D,D,C,B
4066764,2019,18 anos,M,Branca,1,cursando,Pública,São José,SC,,,,,0,,,H,E,F,B,3,G,C,C,A,A,B,C,D,B
