,NU_ANO,TP_FAIXA_ETARIA,TP_SEXO,TP_COR_RACA,TP_NACIONALIDADE,TP_ST_CONCLUSAO,TP_ESCOLA,NO_MUNICIPIO_PROVA,SG_UF_PROVA,NU_NOTA_CN,NU_NOTA_CH,NU_NOTA_LC,NU_NOTA_MT,TP_LINGUA,TP_STATUS_REDACAO,NU_NOTA_REDACAO,Estudo_Pai,Estudo_Mãe,Profissão_Pai,Profissão_Mãe,QT_Pessoas_Moradia,Renda_Familiar,QT_Banheiros,QT_Quartos,QT_Carros,QT_Motos,QT_Geladeira,QT_Celular,QT_Computador,Acesso_Internet
4229828,2020,24 anos,F,Parda,1,concluiu,Não respondeu,Bragança,PA,,,,,1,,,D,F,B,D,3.0,B,B,C,A,A,B,C,A,A
4231556,2020,18 anos,M,Branca,1,concluiu,Não respondeu,Rio de Janeiro,RJ,,,,,0,,,E,E,D,F,3.0,I,B,C,A,A,B,D,B,B
4232116,2020,18 anos,F,Branca,1,cursando,Pública,Avaré,SP,,,,,0,,,G,G,E,D,4.0,K,E,D,C,B,C,E,E,B
4232669,2020,17 anos,F,Branca,1,cursando,Não respondeu,Goiânia,GO,,,,,0,,,G,G,E,D,3.0,Q,C,D,B,A,B,D,C,B
4233970,2020,17 anos,M,Parda,1,cursando,Pública,Taquaritinga,SP,,,,,1,,,C,H,F,B,5.0,C,B,C,C,A,B,C,A,B
4234251,2020,22 anos,F,Branca,1,concluiu,Não respondeu,Campinas,SP,,,,,1,,,B,F,D,B,2.0,C,B,B,A,A,B,C,A,B
4234448,2020,Menor de 17 anos,F,Preta,2,cursando,Não respondeu,Açailândia,MA,,,,,1,,,D,G,A,D,5.0,D,B,D,B,A,B,E,A,B
4235580,2020,Entre 31 e 35 anos,M,Parda,1,concluiu,Não respondeu,Marabá,PA,,,,,1,,,B,B,B,C,3.0,H,B,C,B,A,B,D,B,B
4236189,2020,23 anos,M,Branca,1,concluiu,Não respondeu,São Paulo,SP,,,,,1,,,A,B,A,A,3.0,B,B,B,A,A,B,B,B,B
4238216,2020,17 anos,M,Branca,1,cursando,Não respondeu,Taió,SC,,,,,0,,,D,E,A,F,6.0,E,C,E,D,A,B,E,B,B
4239313,2020,17 anos,M,Parda,1,cursando,Não respondeu,Joaçaba,SC,504.5,,,618.5,0,,,E,E,C,D,4.0,F,B,D,B,A,B,D,B,B
4241081,2020,Entre 26 e 30 anos,F,Preta,1,concluiu,Não respondeu,Natal,RN,,,,,1,,,D,E,C,C,3.0,B,B,C,A,A,B,C,A,B
4242275,2020,Menor de 17 anos,M,Amarela,1,não concluiu,Não respondeu,Campo Grande,MS,,,,,0,,,F,F,D,E,4.0,O,C,C,C,A,B,E,C,B
4242841,2020,20 anos,M,Parda,1,concluiu,Não respondeu,Cariacica,ES,,,,,1,,,D,C,B,C,4.0,D,B,C,B,A,B,C,B,B
4242852,2020,21 anos,M,Amarela,1,concluiu,Não respondeu,Caldas Novas,GO,,,,,1,,,E,E,B,B,4.0,E,B,C,A,B,B,C,B,B
4244393,2020,25 anos,F,Parda,1,concluiu,Não respondeu,São Paulo,SP,402.5,,,523.4,1,,,B,B,A,A,2.0,C,B,B,A,A,B,B,A,A
4247106,2020,17 anos,F,Parda,1,cursando,Não respondeu,São Paulo,SP,,,,,1,,,D,D,C,F,5.0,C,B,C,A,A,B,E,B,B
4248177,2020,17 anos,M,Branca,1,cursando,Não respondeu,Poções,BA,,,,,1,,,D,G,D,D,6.0,D,C,D,B,A,B,E,B,B
4248255,2020,20 anos,M,Parda,1,concluiu,Não respondeu,Araçatuba,SP,,,,,0,,,E,B,C,B,4.0,H,B,D,C,A,B,E,B,B
4250161,2020,20 anos,F,Branca,1,cursando,Pública,Porto Alegre,RS,,,,,0,,,C,E,D,B,3.0,B,B,C,A,A,B,C,A,B
4252062,2020,Menor de 17 anos,M,Parda,1,cursando,Não respondeu,Goiânia,GO,,,,,0,,,E,E,D,C,3.0,J,C,C,B,A,B,D,B,B
4253503,2020,19 anos,F,Preta,1,concluiu,Não respondeu,Diadema,SP,,,,,0,,,E,D,B,B,5.0,B,B,C,A,B,B,C,B,B
4256463,2020,18 anos,F,Branca,1,cursando,Pública,Osório,RS,,,,,0,,,F,E,F,B,4.0,B,C,D,B,A,B,C,B,B
4258409,2020,20 anos,M,Parda,1,concluiu,Não respondeu,São Luís,MA,,,,,0,,,E,D,B,B,4.0,D,B,C,A,B,B,D,A,B
4258465,2020,22 anos,F,Parda,1,concluiu,Não respondeu,Petrolina,PE,,,,,0,,,D,D,C,B,2.0,C,B,C,B,A,B,C,A,A
4259109,2020,Entre 26 e 30 anos,F,Parda,1,concluiu,Não respondeu,Varginha,MG,,,,,0,,,C,B,C,B,1.0,C,B,C,A,A,B,B,A,A
4259222,2020,18 anos,M,Branca,1,cursando,Pública,Xanxerê,SC,,,,,1,,,E,E,C,D,3.0,H,C,D,B,A,B,D,B,B
4260011,2020,17 anos,F,Preta,1,cursando,Pública,São Paulo,SP,,,,,0,,,G,G,D,D,5.0,M,C,E,B,A,B,E,B,B
4260201,2020,Entre 26 e 30 anos,M,Parda,1,concluiu,Não respondeu,Barcarena,PA,,,,,1,,,E,E,B,B,4.0,C,B,D,A,A,B,D,B,B
4261949,2020,18 anos,F,Preta,1,cursando,Pública,Jaguaquara,BA,,,,,1,,,A,B,A,C,5.0,B,B,D,A,A,B,D,A,B
4263120,2020,17 anos,M,Parda,1,cursando,Pública,Valença do Piauí,PI,,,,,1,,,D,G,B,D,3.0,F,D,D,B,B,B,D,A,B
4263924,2020,19 anos,F,Amarela,2,concluiu,Não respondeu,Ouro Preto,MG,,,,,1,,,D,B,F,B,3.0,C,B,C,A,A,B,C,B,B
4265611,2020,19 anos,F,Não declarado,1,concluiu,Não respondeu,Goiânia,GO,,,,,1,,,C,C,F,B,5.0,B,B,C,A,A,B,C,A,B
4265975,2020,20 anos,F,Parda,1,concluiu,Não respondeu,São Luís,MA,,,,,0,,,B,B,A,A,3.0,B,B,B,A,A,B,C,A,A
4266882,2020,19 anos,F,Branca,1,concluiu,Não respondeu,Niterói,RJ,,,,,1,,,F,G,A,E,3.0,M,D,D,B,A,B,D,A,B
4266919,2020,20 anos,M,Branca,1,concluiu,Não respondeu,Fortaleza,CE,,,,,0,,,B,B,C,C,4.0,D,C,C,B,B,B,E,A,B
4267681,2020,Menor de 17 anos,M,Branca,1,cursando,Não respondeu,Pinhais,PR,,,,,0,,,E,E,D,B,4.0,M,E,D,B,A,B,E,B,B
4269269,2020,17 anos,F,Parda,1,cursando,Não respondeu,Maracanaú,CE,,,,,1,,,E,C,C,B,5.0,C,B,C,A,B,B,D,A,B
4271402,2020,Entre 46 e 50 anos,M,Branca,1,concluiu,Não respondeu,Umuarama,PR,,,,,1,,,H,H,D,B,4.0,I,B,C,B,B,B,C,B,B
4271829,2020,21 anos,M,Branca,1,concluiu,Não respondeu,São Paulo,SP,,,,,0,,,B,C,C,B,6.0,E,B,D,A,A,B,E,A,B
4272544,2020,Entre 26 e 30 anos,M,Parda,1,concluiu,Não respondeu,Belo Horizonte,MG,,,,,0,,,C,C,C,B,5.0,E,B,D,A,A,B,E,C,B
4273018,2020,Entre 26 e 30 anos,M,Parda,1,concluiu,Não respondeu,Parauapebas,PA,,,,,0,,,D,E,C,B,1.0,B,B,B,A,B,B,B,B,B
4274719,2020,Entre 26 e 30 anos,F,Parda,1,concluiu,Não respondeu,Barra de Guabiraba,PE,,,,,1,,,B,C,A,A,6.0,A,B,C,A,A,B,B,A,B
4277689,2020,17 anos,M,Branca,1,cursando,Privada,Andradas,MG,,,,,0,,,E,E,E,E,4.0,M,D,D,D,B,B,E,C,B
4280591,2020,22 anos,F,Parda,1,concluiu,Não respondeu,São Paulo,SP,,,,,1,,,H,E,F,A,2.0,A,B,B,A,A,B,C,A,B
4281195,2020,21 anos,M,Parda,1,concluiu,Não respondeu,Poços de Caldas,MG,,,,,0,,,B,E,C,B,3.0,D,B,D,B,A,B,D,A,B
4281525,2020,25 anos,M,Parda,1,concluiu,Não respondeu,Fortaleza,CE,,,,,1,,,D,C,C,B,2.0,C,B,B,A,A,B,C,A,B
4281981,2020,Entre 36 e 40 anos,M,Preta,3,concluiu,Não respondeu,São Paulo,SP,,,,,1,,,B,B,C,B,2.0,E,B,B,B,A,B,C,A,B
4282380,2020,18 anos,M,Branca,1,cursando,Pública,Ituporanga,SC,,,,,1,,,E,F,B,C,4.0,H,C,D,B,A,B,D,B,B
4283269,2020,17 anos,M,Indígena,1,cursando,Pública,Poções,BA,,,,,0,,,E,E,B,B,4.0,B,B,D,B,C,B,D,A,B
4284484,2020,22 anos,F,Parda,1,concluiu,Não respondeu,Salvador,BA,,,,,1,,,E,E,B,B,4.0,F,B,C,A,A,B,E,B,B
4284975,2020,Menor de 17 anos,F,Branca,1,cursando,Não respondeu,Aparecida de Goiânia,GO,,,,,0,,,E,F,D,D,5.0,H,C,D,C,A,C,E,A,B
4286770,2020,20 anos,F,Preta,1,concluiu,Não respondeu,Angra dos Reis,RJ,,,,,1,,,D,E,C,D,3.0,A,B,C,A,A,B,C,A,A
4287019,2020,17 anos,M,Parda,1,cursando,Pública,Eldorado,SP,,,,,1,,,C,C,A,F,4.0,A,B,C,A,A,B,C,A,A
4288408,2020,Entre 36 e 40 anos,F,Preta,1,concluiu,Não respondeu,Santa Inês,MA,,,,,1,,,E,G,D,D,7.0,G,C,D,B,B,B,D,B,B
4288706,2020,18 anos,M,Branca,1,cursando,Pública,Uberlândia,MG,,,,,1,,,H,E,B,B,3.0,G,C,D,C,A,B,D,B,B
4289854,2020,19 anos,M,Branca,1,concluiu,Não respondeu,Guarabira,PB,,,,,1,,,B,C,C,B,3.0,B,B,C,A,A,B,D,A,A
4290306,2020,Entre 46 e 50 anos,M,Parda,1,concluiu,Não respondeu,Belo Horizonte,MG,,,,,0,,,D,D,D,F,6.0,G,C,D,A,A,B,E,B,B
4291002,2020,Entre 26 e 30 anos,M,Branca,1,concluiu,Não respondeu,Uberlândia,MG,,,,,0,,,C,E,C,B,3.0,C,C,D,A,A,B,C,A,B
4296931,2020,24 anos,M,Parda,1,concluiu,Não respondeu,Serra,ES,,,,,0,,,B,E,B,B,2.0,C,B,C,A,A,B,C,B,B
4298200,2020,18 anos,M,Não declarado,1,cursando,Privada,Recife,PE,,,,,0,,,G,F,E,E,3.0,P,D,D,B,A,B,D,B,B
4300026,2020,Entre 36 e 40 anos,M,Preta,1,concluiu,Não respondeu,Belo Horizonte,MG,,,,,1,,,H,B,F,B,1.0,B,B,B,A,B,B,B,B,B
4301555,2020,22 anos,M,Parda,1,concluiu,Não respondeu,Petrolândia,PE,,,,,1,,,A,D,C,A,5.0,D,B,C,A,A,B,D,A,B
4302304,2020,Menor de 17 anos,F,Parda,1,cursando,Não respondeu,Montes Claros,MG,,,,,0,,,F,G,D,E,4.0,N,C,D,B,A,B,E,D,B
4302693,2020,24 anos,F,Parda,1,concluiu,Não respondeu,São Sebastião do Passé,BA,,,,,0,,,C,D,B,B,2.0,B,B,C,A,B,B,C,B,B
4305086,2020,Menor de 17 anos,M,Branca,1,cursando,Não respondeu,Governador Valadares,MG,530.4,,,612.0,0,,,D,H,B,D,3.0,G,C,C,B,A,B,D,C,B
4306645,2020,20 anos,M,Parda,1,concluiu,Não respondeu,Capanema,PA,,,,,1,,,E,E,C,B,5.0,B,D,D,A,A,B,D,A,B
4310815,2020,18 anos,F,Parda,1,cursando,Não respondeu,Santarém,PA,,,,,0,,,A,E,A,A,3.0,B,B,D,A,B,B,B,B,B
4311806,2020,Entre 41 e 45 anos,M,Parda,1,concluiu,Não respondeu,Timon,MA,,,,,0,,,A,A,A,A,1.0,A,B,B,A,A,A,A,A,A
4313635,2020,Entre 41 e 45 anos,M,Branca,1,concluiu,Não respondeu,São Paulo,SP,,,,,0,,,C,E,C,D,4.0,D,B,C,A,A,B,D,B,B
4313826,2020,Entre 51 e 55 anos,F,Preta,1,concluiu,Não respondeu,Porto Nacional,TO,,,,,1,,,A,A,A,B,1.0,C,B,B,A,B,B,B,B,B
4314591,2020,18 anos,F,Branca,1,cursando,Pública,Santa Rosa,RS,,,,,0,,,B,E,F,C,3.0,D,C,D,B,A,B,C,B,B
4317189,2020,Entre 46 e 50 anos,M,Branca,1,concluiu,Não respondeu,Uberlândia,MG,,,,,0,,,B,B,B,C,1.0,B,B,C,B,A,B,B,A,B
4317217,2020,Menor de 17 anos,M,Parda,1,cursando,Não respondeu,Porangatu,GO,,,,,1,,,C,F,D,D,3.0,C,B,C,B,A,B,B,A,B
4321741,2020,Entre 31 e 35 anos,M,Preta,1,concluiu,Não respondeu,Imperatriz,MA,,,,,0,,,F,E,E,D,4.0,D,B,C,A,A,B,C,A,A
4323047,2020,Entre 26 e 30 anos,M,Não declarado,1,concluiu,Não respondeu,Vitória de Santo Antão,PE,,,,,1,,,E,D,B,B,3.0,B,B,C,A,A,B,C,A,A
4325584,2020,19 anos,F,Branca,1,concluiu,Não respondeu,São Francisco do Sul,SC,,,,,0,,,E,E,B,B,4.0,B,B,C,A,A,B,C,A,B
4325655,2020,Entre 26 e 30 anos,F,Branca,1,concluiu,Não respondeu,Bagé,RS,,,,,1,,,C,D,A,B,3.0,B,B,C,A,B,B,D,A,B
4325953,2020,21 anos,F,Parda,1,concluiu,Não respondeu,Vitória da Conquista,BA,,,,,1,,,D,D,A,B,4.0,B,B,C,B,B,B,D,A,B
4326369,2020,Entre 26 e 30 anos,F,Branca,1,concluiu,Não respondeu,Jequié,BA,,,,,1,,,E,B,B,B,2.0,C,C,C,A,B,B,C,B,B
4326936,2020,18 anos,M,Parda,1,cursando,Pública,Mossoró,RN,,,,,0,,,B,A,F,F,5.0,B,C,C,A,B,B,D,A,B
4327450,2020,24 anos,F,Preta,1,concluiu,Não respondeu,Campos Belos,GO,,,,,1,,,C,C,B,A,3.0,B,B,B,A,A,B,B,A,A
4328871,2020,Entre 31 e 35 anos,M,Preta,1,concluiu,Não respondeu,São João de Meriti,RJ,,,,,1,,,D,D,B,B,3.0,D,C,C,B,B,C,D,B,B
4331463,2020,17 anos,M,Branca,1,cursando,Não respondeu,São José dos Campos,SP,527.2,,,675.9,0,,,F,F,E,D,5.0,O,E,D,B,A,B,E,B,B
4334914,2020,17 anos,F,Parda,1,cursando,Privada,Feira de Santana,BA,,,,,1,,,D,E,A,B,3.0,D,B,C,B,A,B,B,B,B
4336571,2020,21 anos,F,Parda,1,concluiu,Não respondeu,Belém,PA,,,,,1,,,E,C,B,B,5.0,B,B,B,A,A,A,B,A,B
4336989,2020,Menor de 17 anos,M,Branca,2,cursando,Não respondeu,São José do Rio Preto,SP,,,,,0,,,H,H,E,C,7.0,D,D,D,C,A,B,E,C,B
4337017,2020,Entre 26 e 30 anos,M,Indígena,1,concluiu,Não respondeu,Rio de Janeiro,RJ,,,,,0,,,B,B,A,A,1.0,A,B,B,A,A,A,A,A,B
4339060,2020,24 anos,F,Preta,1,concluiu,Não respondeu,Goiânia,GO,,,,,1,,,B,C,A,B,5.0,B,B,C,A,A,B,D,B,B
4341134,2020,22 anos,F,Branca,1,concluiu,Não respondeu,Birigui,SP,,,,,0,,,E,E,C,C,5.0,F,C,D,B,B,B,E,B,B
4342007,2020,24 anos,M,Parda,1,concluiu,Não respondeu,Ponta Porã,MS,,,,,1,,,B,D,F,B,4.0,B,B,D,A,A,B,B,A,B
4344475,2020,20 anos,M,Parda,1,concluiu,Não respondeu,Florianópolis,SC,,,,,0,,,E,D,D,B,2.0,B,B,C,A,A,B,C,B,B
4345879,2020,22 anos,F,Preta,1,concluiu,Não respondeu,Bom Despacho,MG,,,,,1,,,B,E,A,B,3.0,B,B,C,A,A,B,C,A,B
4346092,2020,19 anos,F,Preta,1,cursando,Pública,Santo Amaro,BA,,,,,0,,,H,E,F,B,4.0,A,B,C,A,A,B,C,A,A
4346138,2020,17 anos,F,Branca,1,cursando,Privada,Porto Alegre,RS,,,,,1,,,F,E,D,D,3.0,C,B,D,B,A,B,C,B,B
4346193,2020,22 anos,F,Parda,1,concluiu,Não respondeu,Paracatu,MG,,,,,0,,,A,E,B,B,4.0,B,B,C,A,A,B,C,A,B
4347695,2020,Entre 41 e 45 anos,F,Branca,1,concluiu,Não respondeu,São Paulo,SP,,,,,1,,,A,B,C,B,1.0,C,B,A,B,A,B,B,B,B
4348647,2020,25 anos,F,Branca,1,concluiu,Não respondeu,Araucária,PR,,,,,0,,,C,E,D,B,4.0,D,B,C,B,A,B,E,B,B
4350041,2020,Entre 36 e 40 anos,M,Branca,1,concluiu,Não respondeu,Goianira,GO,,,,,1,,,B,G,A,D,5.0,D,C,D,B,B,B,D,A,B
4350763,2020,22 anos,F,Branca,1,concluiu,Não respondeu,Manhuaçu,MG,,,,,1,,,A,C,A,A,4.0,A,B,B,A,A,A,B,A,A
4352007,2020,Entre 41 e 45 anos,F,Parda,1,concluiu,Não respondeu,Montes Claros,MG,,,,,1,,,C,B,A,A,6.0,B,B,C,B,A,B,B,B,B
4352200,2020,24 anos,F,Parda,1,concluiu,Não respondeu,Recife,PE,,,,,0,,,E,C,D,F,2.0,A,B,B,A,A,B,B,A,B
4353714,2020,Menor de 17 anos,F,Branca,1,cursando,Não respondeu,Itaberaí,GO,,,,,1,,,C,C,A,B,5.0,C,B,C,B,A,B,D,A,A
4354448,2020,20 anos,M,Branca,1,concluiu,Não respondeu,Montes Claros,MG,,,,,1,,,E,E,A,A,4.0,C,B,C,A,A,B,A,A,A
4355022,2020,24 anos,M,Branca,1,concluiu,Não respondeu,Aracaju,SE,,,,,1,,,B,B,A,A,2.0,B,B,C,A,B,B,B,B,B
4359470,2020,19 anos,F,Parda,1,cursando,Pública,Nova Iguaçu,RJ,,,,,0,,,E,H,B,A,4.0,A,B,C,A,A,B,B,A,B
4361590,2020,17 anos,M,Parda,1,cursando,Não respondeu,Unaí,MG,,,,,0,,,E,E,B,B,4.0,B,B,D,B,A,B,E,B,B
4365034,2020,Menor de 17 anos,F,Branca,1,cursando,Não respondeu,Teresina,PI,,,,,0,,,F,E,D,B,4.0,H,B,C,B,B,B,D,B,B
4365219,2020,17 anos,M,Branca,1,cursando,Pública,Solânea,PB,,,,,1,,,E,G,A,B,3.0,B,B,D,A,B,B,C,A,B
4369757,2020,22 anos,M,Parda,1,concluiu,Não respondeu,Senador Canedo,GO,,,,,0,,,B,E,B,C,3.0,G,C,D,C,A,B,D,B,B
4372446,2020,Entre 31 e 35 anos,F,Parda,1,concluiu,Não respondeu,São Miguel do Guamá,PA,,,,,1,,,C,C,A,B,4.0,B,B,C,A,A,B,B,A,A
4373913,2020,17 anos,M,Branca,1,cursando,Pública,Guarabira,PB,,,,,0,,,C,C,B,B,2.0,B,B,C,A,A,B,B,A,B
4374858,2020,18 anos,M,Parda,1,cursando,Pública,Água Doce do Norte,ES,,,,,0,,,E,E,A,A,4.0,D,B,D,B,B,B,E,B,B
4375611,2020,21 anos,M,Branca,1,concluiu,Não respondeu,Campo Grande,MS,,,,,0,,,E,F,E,F,4.0,E,B,D,A,B,B,D,A,B
4376797,2020,19 anos,M,Preta,1,concluiu,Não respondeu,Duque de Caxias,RJ,,,,,0,,,D,E,D,D,2.0,F,C,C,A,A,B,C,C,B
4380365,2020,24 anos,F,Branca,1,concluiu,Não respondeu,São Paulo,SP,,,,,0,,,D,B,C,B,3.0,A,B,B,A,A,B,B,A,A
4380796,2020,22 anos,M,Preta,1,concluiu,Não respondeu,Ilhéus,BA,,,,,0,,,E,E,D,D,5.0,H,C,E,B,A,B,E,B,B
4384226,2020,17 anos,M,Preta,1,cursando,Não respondeu,Bezerros,PE,,,,,1,,,B,C,A,A,3.0,B,B,C,A,A,B,C,A,B
4390871,2020,21 anos,F,Preta,1,concluiu,Não respondeu,Salvador,BA,,,,,0,,,E,G,B,D,2.0,I,C,D,A,A,B,C,B,B
4390890,2020,18 anos,M,Parda,1,concluiu,Não respondeu,Santa Inês,MA,,,,,0,,,H,B,F,F,3.0,B,B,D,B,A,B,D,A,A
4393159,2020,Entre 26 e 30 anos,F,Parda,1,concluiu,Não respondeu,Contagem,MG,,,,,0,,,B,B,B,B,2.0,A,B,C,A,A,B,C,B,B
4395911,2020,20 anos,F,Parda,1,concluiu,Não respondeu,Aurora,CE,,,,,0,,,A,B,A,A,4.0,B,B,B,A,B,B,C,B,B
4397092,2020,19 anos,F,Parda,1,concluiu,Não respondeu,Corrente,PI,,,,,1,,,B,B,A,A,3.0,B,B,C,A,A,A,B,A,A
4400378,2020,19 anos,M,Parda,1,cursando,Pública,Serra,ES,,,,,1,,,H,E,F,B,2.0,D,C,C,A,A,B,C,B,B
4402442,2020,18 anos,M,Não declarado,1,cursando,Pública,Bragança Paulista,SP,,,,,0,,,H,H,B,B,4.0,F,C,C,C,A,B,B,B,B
4402687,2020,Entre 26 e 30 anos,F,Parda,1,concluiu,Não respondeu,Novo Progresso,PA,,,,,1,,,A,B,A,B,4.0,B,B,C,A,A,B,B,A,B
4402757,2020,21 anos,F,Parda,2,concluiu,Não respondeu,Coroatá,MA,,,,,0,,,D,E,A,A,5.0,A,B,C,A,A,B,B,A,A
4403693,2020,18 anos,M,Branca,1,cursando,Privada,Seropédica,RJ,,,,,1,,,E,E,D,B,2.0,E,C,C,B,D,B,C,B,B
4403742,2020,Menor de 17 anos,F,Branca,1,cursando,Não respondeu,Teresina,PI,,,,,1,,,G,E,E,B,4.0,F,C,D,B,A,B,D,B,B
4404457,2020,18 anos,F,Parda,1,cursando,Pública,Castro Alves,BA,,,,,1,,,E,E,C,C,4.0,B,C,D,A,A,B,C,A,A
4404897,2020,Menor de 17 anos,F,Branca,1,cursando,Não respondeu,Indaiatuba,SP,,,,,0,,,G,F,E,F,3.0,K,C,D,C,A,B,D,B,B
4406398,2020,20 anos,M,Parda,1,cursando,Pública,Campo do Brito,SE,,,,,0,,,B,B,C,B,4.0,B,B,C,A,A,B,B,A,B
4407954,2020,Entre 36 e 40 anos,M,Parda,1,concluiu,Não respondeu,Belém,PA,,,,,0,,,E,C,D,D,2.0,H,B,C,B,B,B,C,B,B
4408278,2020,24 anos,F,Branca,1,concluiu,Não respondeu,Macapá,AP,,,,,1,,,H,E,E,B,5.0,B,B,C,A,B,B,A,A,B
4409168,2020,Menor de 17 anos,M,Parda,1,cursando,Não respondeu,Picos,PI,,,,,0,,,D,F,C,D,3.0,D,B,C,B,B,B,D,B,B
4409456,2020,17 anos,F,Parda,1,cursando,Pública,Belford Roxo,RJ,357.2,,,518.9,0,,,B,E,C,B,3.0,B,B,C,A,A,B,D,A,A
4411943,2020,Menor de 17 anos,M,Branca,1,cursando,Não respondeu,Campo Grande,MS,,,,,0,,,F,F,D,D,4.0,G,C,D,B,A,B,D,B,B
4413532,2020,Entre 26 e 30 anos,M,Preta,1,concluiu,Não respondeu,Brasília,DF,,,,,0,,,E,C,B,B,3.0,E,B,C,A,A,B,D,B,B
4414993,2020,18 anos,M,Parda,1,cursando,Pública,Teresina,PI,,,,,1,,,D,C,C,B,3.0,B,B,C,B,B,B,D,A,B
4418007,2020,17 anos,F,Branca,1,cursando,Pública,Apucarana,PR,,,,,0,,,D,E,C,B,4.0,E,B,C,C,A,B,E,B,B
4419390,2020,18 anos,F,Preta,1,concluiu,Não respondeu,Torres,RS,,,,,1,,,E,D,D,D,3.0,B,B,C,B,A,B,D,B,B
4420683,2020,23 anos,M,Parda,1,concluiu,Não respondeu,Luz,MG,,,,,0,,,E,D,C,B,2.0,B,B,D,A,A,B,C,B,B
4424114,2020,17 anos,M,Branca,1,cursando,Pública,Maceió,AL,483.6,,,484.1,1,,,E,A,B,B,3.0,C,B,C,A,B,B,D,A,B
4430352,2020,Menor de 17 anos,M,Branca,1,cursando,Não respondeu,Rio de Janeiro,RJ,,,,,0,,,H,G,D,E,3.0,N,C,E,B,A,B,D,C,B
4432232,2020,18 anos,M,Preta,1,concluiu,Não respondeu,Imperatriz,MA,,,,,0,,,G,G,D,D,4.0,N,D,E,B,B,B,E,B,B
4433750,2020,Entre 26 e 30 anos,M,Parda,1,concluiu,Não respondeu,Ituiutaba,MG,,,,,1,,,C,E,C,B,5.0,D,B,C,A,B,B,D,A,B
4437279,2020,Entre 36 e 40 anos,F,Parda,1,concluiu,Não respondeu,Miracema,RJ,,,,,1,,,B,C,D,B,4.0,F,B,D,B,C,B,E,B,B
4440306,2020,21 anos,F,Branca,1,concluiu,Não respondeu,Guarapuava,PR,607.7,,,630.4,0,,,F,F,C,B,2.0,H,B,C,A,A,B,C,C,B
4440378,2020,21 anos,M,Parda,1,concluiu,Não respondeu,Manacapuru,AM,,,,,1,,,E,D,A,A,5.0,B,B,C,A,A,B,C,A,A
4441262,2020,18 anos,F,Parda,2,cursando,Pública,Dois Vizinhos,PR,,,,,1,,,E,B,C,B,3.0,B,C,D,B,A,B,C,A,B
4445109,2020,17 anos,F,Parda,2,cursando,Não respondeu,Guarujá,SP,,,,,0,,,E,E,B,B,4.0,D,D,D,B,B,B,E,B,B
4445991,2020,17 anos,M,Branca,1,cursando,Não respondeu,São José dos Campos,SP,599.5,,,723.6,0,,,G,G,E,E,4.0,Q,E,E,C,A,B,E,D,B
4449293,2020,21 anos,F,Branca,2,concluiu,Não respondeu,Guarabira,PB,,,,,1,,,B,B,B,C,4.0,C,B,C,B,A,B,C,A,B
4451277,2020,18 anos,M,Branca,1,concluiu,Não respondeu,Arapiraca,AL,,,,,0,,,E,E,D,D,6.0,H,E,E,C,A,B,E,B,B
4451827,2020,18 anos,F,Branca,1,cursando,Pública,Petrolina,PE,,,,,0,,,E,E,D,D,3.0,B,C,C,B,A,B,D,A,B
4452364,2020,17 anos,F,Branca,1,cursando,Pública,São Paulo,SP,,,,,1,,,F,E,D,B,3.0,C,C,D,B,A,B,B,C,B
4452673,2020,20 anos,F,Branca,1,concluiu,Não respondeu,Cachoeira do Sul,RS,,,,,1,,,E,E,D,F,3.0,F,B,C,D,A,B,D,B,B
4452966,2020,17 anos,M,Branca,1,cursando,Pública,Itapema,SC,,,,,0,,,E,E,C,C,4.0,D,E,E,B,A,D,E,C,B
4453040,2020,17 anos,M,Branca,1,cursando,Não respondeu,Colatina,ES,,,,,0,,,E,G,D,D,4.0,K,C,D,B,A,B,E,B,B
4453116,2020,22 anos,F,Parda,1,concluiu,Não respondeu,Colombo,PR,,,,,1,,,C,B,B,B,3.0,C,A,C,A,A,B,B,A,B
4453905,2020,22 anos,M,Parda,1,concluiu,Não respondeu,Teresina,PI,,,,,1,,,C,E,C,B,4.0,C,B,D,A,B,B,E,B,B
4456378,2020,19 anos,F,Branca,1,cursando,Pública,Tucano,BA,,,,,0,,,E,C,B,B,6.0,A,B,C,A,A,B,B,A,B
4456449,2020,17 anos,M,Branca,1,cursando,Pública,Guarabira,PB,,,,,1,,,B,B,C,F,5.0,B,B,D,B,A,B,E,A,B
4459062,2020,21 anos,M,Branca,1,concluiu,Não respondeu,Natal,RN,,,,,0,,,G,G,E,E,4.0,E,E,E,C,A,B,E,D,B
4459208,2020,18 anos,M,Preta,2,cursando,Pública,Teresina,PI,,,,,1,,,H,B,B,A,5.0,A,B,D,B,B,B,D,A,B
4459815,2020,21 anos,M,Branca,1,concluiu,Não respondeu,São Luís,MA,,,,,0,,,E,D,C,B,4.0,B,C,D,A,A,B,E,A,B
4460970,2020,Entre 31 e 35 anos,F,Parda,1,concluiu,Não respondeu,Manhumirim,MG,,,,,0,,,A,A,A,F,3.0,A,B,B,A,A,B,B,A,A
4461533,2020,18 anos,F,Parda,1,cursando,Não respondeu,Teixeira de Freitas,BA,,,,,0,,,F,E,B,B,5.0,B,B,C,A,A,B,C,A,B
