,NU_ANO,TP_FAIXA_ETARIA,TP_SEXO,TP_COR_RACA,TP_NACIONALIDADE,TP_ST_CONCLUSAO,TP_ESCOLA,NO_MUNICIPIO_PROVA,SG_UF_PROVA,NU_NOTA_CN,NU_NOTA_CH,NU_NOTA_LC,NU_NOTA_MT,TP_LINGUA,TP_STATUS_REDACAO,NU_NOTA_REDACAO,Estudo_Pai,Estudo_Mãe,Profissão_Pai,Profissão_Mãe,QT_Pessoas_Moradia,Renda_Familiar,QT_Banheiros,QT_Quartos,QT_Carros,QT_Motos,QT_Geladeira,QT_Celular,QT_Computador,Acesso_Internet
201792,2020,17 anos,M,Branca,1,cursando,Pública,Caaporã,PB,,481.8,491.2,,1,1.0,360.0,C,E,B,B,7.0,C,B,C,B,A,B,D,A,B
204518,2020,17 anos,F,Parda,2,cursando,Pública,Porangatu,GO,,609.0,625.6,,0,1.0,880.0,D,E,B,C,4.0,B,B,C,A,B,B,C,B,A
205872,2020,19 anos,M,Branca,1,concluiu,Não respondeu,Castanhal,PA,,637.4,608.0,,0,1.0,920.0,E,E,F,B,4.0,C,B,C,A,A,B,C,B,B
207730,2020,19 anos,M,Não declarado,1,cursando,Pública,Alagoinha,PB,,374.0,379.6,,0,1.0,520.0,C,B,B,B,5.0,A,B,C,A,B,B,D,A,B
211979,2020,18 anos,M,Parda,1,cursando,Pública,Campo Grande,MS,,497.9,524.3,,1,1.0,680.0,B,D,F,B,2.0,B,B,C,A,A,B,C,A,A
213278,2020,21 anos,M,Parda,1,concluiu,Não respondeu,Areia,PB,,379.1,398.7,,1,3.0,0.0,B,C,C,A,3.0,A,B,C,B,A,B,C,B,B
213640,2020,17 anos,F,Branca,1,cursando,Não respondeu,Valença,RJ,,533.6,450.0,,0,1.0,280.0,F,F,E,E,3.0,J,C,D,C,A,B,D,D,B
219075,2020,19 anos,F,Branca,1,cursando,Pública,Brasília,DF,,523.0,558.7,,0,1.0,580.0,E,F,B,F,5.0,B,C,E,A,A,B,C,B,B
220142,2020,18 anos,M,Preta,1,cursando,Pública,Juazeirinho,PB,,449.4,513.1,,0,1.0,300.0,H,H,A,A,4.0,B,B,C,A,A,B,A,A,B
223520,2020,21 anos,M,Parda,1,cursando,Pública,Rio Branco,AC,,523.7,493.7,,0,1.0,320.0,F,F,D,B,4.0,C,B,C,B,A,B,C,A,A
223845,2020,23 anos,F,Branca,1,concluiu,Não respondeu,Diadema,SP,,515.2,516.0,,1,2.0,0.0,C,B,C,B,2.0,E,B,C,A,A,B,C,B,B
233323,2020,Entre 36 e 40 anos,F,Preta,1,concluiu,Não respondeu,Curitiba,PR,,411.7,397.5,,1,1.0,340.0,D,D,C,B,5.0,D,C,D,B,A,B,D,B,B
244444,2020,18 anos,F,Preta,1,cursando,Pública,Osasco,SP,,529.3,526.3,,1,1.0,340.0,E,G,C,D,4.0,B,B,C,A,A,B,B,A,B
247660,2020,18 anos,F,Branca,1,cursando,Pública,Açailândia,MA,,549.4,508.4,,0,1.0,800.0,C,E,A,D,4.0,B,B,C,A,B,B,B,A,B
249159,2020,17 anos,F,Parda,1,cursando,Não respondeu,Propriá,SE,,446.2,566.9,,1,1.0,940.0,E,F,B,D,4.0,G,B,C,B,B,B,D,C,B
250257,2020,19 anos,F,Parda,1,concluiu,Não respondeu,Belém,PA,,503.5,491.4,,1,1.0,700.0,D,C,F,B,4.0,C,B,D,B,A,B,D,B,B
258551,2020,Entre 41 e 45 anos,M,Parda,1,concluiu,Não respondeu,Recife,PE,,580.1,503.6,,0,1.0,580.0,,,,,,,,,,,,,,
259341,2020,18 anos,F,Branca,1,cursando,Pública,Apiaí,SP,,581.7,606.8,,0,1.0,680.0,E,G,D,D,3.0,H,D,D,C,A,D,D,B,B
259403,2020,18 anos,F,Parda,1,concluiu,Não respondeu,Governador Valadares,MG,,660.7,715.5,,0,1.0,920.0,C,E,C,C,5.0,G,B,C,B,A,B,E,B,B
260736,2020,18 anos,M,Preta,1,concluiu,Não respondeu,Arapongas,PR,,469.9,492.8,,0,1.0,580.0,E,C,C,B,4.0,F,C,D,B,B,B,E,A,B
261490,2020,18 anos,F,Branca,1,concluiu,Não respondeu,Piancó,PB,,359.4,330.6,,1,1.0,560.0,C,D,B,B,4.0,B,B,C,A,A,B,C,A,B
261706,2020,17 anos,F,Parda,1,cursando,Pública,São José dos Pinhais,PR,,587.3,558.4,,0,1.0,700.0,C,B,D,B,3.0,L,C,C,B,A,B,D,B,B
268996,2020,20 anos,M,Branca,1,concluiu,Não respondeu,Aracaju,SE,,404.2,549.5,,0,1.0,620.0,B,E,B,B,2.0,B,B,C,A,A,B,D,A,B
269524,2020,20 anos,F,Parda,1,concluiu,Não respondeu,Belo Horizonte,MG,,650.2,643.6,,1,1.0,840.0,C,F,C,D,4.0,D,B,D,B,B,B,E,B,B
283391,2020,18 anos,F,Branca,1,cursando,Pública,Rio de Janeiro,RJ,,534.5,569.4,,0,1.0,780.0,B,C,B,B,4.0,D,C,C,A,A,B,E,B,B
284962,2020,20 anos,F,Parda,1,concluiu,Não respondeu,Tomé-Açu,PA,,515.0,584.3,,1,1.0,540.0,B,B,C,B,4.0,B,B,C,A,B,B,B,A,B
286834,2020,17 anos,M,Branca,1,cursando,Privada,Florianópolis,SC,,500.8,509.5,,0,1.0,600.0,H,H,F,E,4.0,K,C,D,C,A,B,E,E,B
287002,2020,Entre 41 e 45 anos,F,Parda,1,concluiu,Não respondeu,Santana,AP,,487.5,461.4,,1,1.0,300.0,A,A,A,A,5.0,E,B,C,B,A,B,C,A,B
287725,2020,18 anos,F,Parda,1,cursando,Pública,São Gonçalo,RJ,,518.2,544.5,,1,1.0,720.0,H,E,F,B,5.0,B,B,C,A,A,B,C,A,B
295877,2020,21 anos,F,Parda,1,concluiu,Não respondeu,Natal,RN,,417.7,498.6,,1,1.0,360.0,D,E,C,B,3.0,F,B,C,B,A,B,D,B,B
297214,2020,22 anos,F,Parda,1,concluiu,Não respondeu,Imperatriz,MA,,593.4,565.7,,0,1.0,620.0,,,,,,,,,,,,,,
306690,2020,17 anos,F,Parda,1,cursando,Pública,Penedo,AL,,455.5,502.7,,0,1.0,840.0,E,E,C,D,6.0,B,B,C,A,A,B,C,B,B
313614,2020,23 anos,M,Branca,1,concluiu,Não respondeu,São Paulo,SP,,472.0,532.9,,0,1.0,520.0,B,B,C,F,2.0,B,B,C,A,A,B,B,A,B
313823,2020,18 anos,M,Branca,1,cursando,Privada,Rio de Janeiro,RJ,,594.4,545.1,,0,1.0,660.0,,,,,,,,,,,,,,
314762,2020,18 anos,F,Branca,1,cursando,Pública,Niterói,RJ,,545.3,588.4,,0,1.0,360.0,B,E,C,E,3.0,B,C,C,A,A,B,C,A,A
322338,2020,17 anos,F,Branca,1,cursando,Pública,São Paulo,SP,,445.5,555.7,,0,1.0,640.0,E,E,B,B,3.0,C,B,C,B,A,B,D,B,B
328938,2020,18 anos,F,Branca,1,concluiu,Não respondeu,Jundiaí,SP,,560.2,497.3,,0,1.0,780.0,B,F,C,D,4.0,M,D,D,C,A,C,D,C,B
332651,2020,18 anos,M,Parda,1,cursando,Pública,Vitória,ES,,555.6,473.3,,0,1.0,520.0,H,H,B,B,4.0,B,B,C,B,A,B,D,A,B
334066,2020,17 anos,F,Preta,1,cursando,Pública,Vitória da Conquista,BA,,538.6,561.0,,0,1.0,600.0,B,F,C,B,7.0,D,B,E,B,B,B,D,A,B
334437,2020,Menor de 17 anos,M,Parda,1,cursando,Não respondeu,Russas,CE,,536.7,559.1,,1,1.0,820.0,D,D,A,B,4.0,B,B,C,A,A,B,C,A,B
337057,2020,18 anos,M,Branca,1,cursando,Pública,Fortaleza,CE,,528.3,513.5,,0,1.0,480.0,B,E,C,B,3.0,C,C,D,A,A,B,D,B,B
337667,2020,18 anos,F,Branca,1,cursando,Pública,São Paulo,SP,,587.4,579.3,,0,1.0,640.0,,,,,,,,,,,,,,
339171,2020,Menor de 17 anos,M,Parda,1,cursando,Não respondeu,Altos,PI,,421.8,474.7,,0,1.0,560.0,D,C,B,A,2.0,B,B,C,A,A,B,B,A,A
349018,2020,20 anos,M,Parda,1,concluiu,Não respondeu,Cabo Frio,RJ,,585.1,586.8,,0,1.0,760.0,C,D,C,B,3.0,C,B,C,B,A,B,D,B,B
350247,2020,17 anos,M,Parda,1,cursando,Pública,Santa Maria,RS,,549.4,542.9,,0,1.0,740.0,,,,,,,,,,,,,,
351388,2020,18 anos,M,Preta,1,cursando,Privada,Rio de Janeiro,RJ,,622.6,407.3,,0,1.0,580.0,C,G,F,E,4.0,C,E,D,C,A,B,E,B,B
355552,2020,21 anos,F,Parda,1,cursando,Pública,Brasília,DF,,370.7,474.1,,1,1.0,540.0,B,B,D,B,8.0,B,B,D,A,A,B,C,A,A
357704,2020,20 anos,M,Parda,1,concluiu,Não respondeu,Caruaru,PE,,387.3,522.1,,1,1.0,320.0,,,,,,,,,,,,,,
370279,2020,21 anos,F,Branca,1,concluiu,Não respondeu,Piratini,RS,,476.0,426.7,,0,1.0,640.0,E,E,C,D,4.0,C,B,C,B,A,B,C,A,B
370676,2020,17 anos,M,Parda,1,cursando,Privada,Fortaleza,CE,,544.6,581.4,,0,1.0,740.0,H,H,E,E,3.0,P,C,C,C,B,B,C,B,B
380733,2020,Entre 26 e 30 anos,M,Preta,1,concluiu,Não respondeu,Itaquaquecetuba,SP,,356.9,364.5,,1,6.0,0.0,C,E,C,F,4.0,C,B,B,A,A,B,C,A,B
381723,2020,Entre 26 e 30 anos,M,Preta,1,concluiu,Não respondeu,Campos dos Goytacazes,RJ,,405.6,417.0,,1,1.0,600.0,E,G,D,D,2.0,D,B,B,A,A,B,C,B,B
384288,2020,17 anos,F,Parda,1,cursando,Pública,Paulista,PE,,476.3,402.4,,0,1.0,400.0,B,E,D,D,5.0,B,B,C,A,A,B,D,B,B
385604,2020,17 anos,F,Branca,1,cursando,Pública,Suzano,SP,,457.4,514.7,,0,1.0,520.0,E,B,C,C,4.0,E,B,C,B,A,C,E,A,B
388071,2020,Entre 26 e 30 anos,M,Branca,1,concluiu,Não respondeu,Guaratinguetá,SP,,679.3,627.8,,0,1.0,600.0,F,E,D,A,5.0,I,B,B,B,B,B,B,B,B
400554,2020,25 anos,M,Branca,1,concluiu,Não respondeu,Belém,PA,,585.8,622.8,,0,1.0,780.0,G,G,E,E,5.0,N,B,D,B,A,B,C,B,B
402004,2020,Entre 31 e 35 anos,F,Parda,1,concluiu,Não respondeu,Colatina,ES,,391.5,428.7,,1,1.0,480.0,B,D,C,F,5.0,C,A,C,A,A,B,C,A,B
411567,2020,18 anos,F,Parda,1,cursando,Pública,Brasília,DF,,445.8,516.6,,0,1.0,460.0,E,F,B,D,6.0,H,B,D,B,A,B,E,C,B
412774,2020,18 anos,F,Parda,1,cursando,Privada,Uberlândia,MG,,602.8,497.1,,0,1.0,820.0,D,G,C,D,4.0,F,C,D,B,A,B,E,B,B
415133,2020,20 anos,F,Branca,1,cursando,Pública,Tamboril,CE,,451.9,578.2,,1,1.0,620.0,H,F,A,B,4.0,B,A,B,A,A,B,B,A,A
415463,2020,17 anos,M,Branca,1,cursando,Privada,Aracaju,SE,,724.4,649.0,,0,1.0,880.0,F,F,D,E,8.0,O,D,E,D,A,B,E,C,B
433431,2020,17 anos,M,Branca,4,cursando,Pública,São Luís de Montes Belos,GO,,597.4,564.5,,1,1.0,400.0,B,B,A,A,5.0,D,B,D,B,A,B,B,B,B
433933,2020,Entre 41 e 45 anos,M,Branca,1,concluiu,Não respondeu,Olinda,PE,,490.3,521.1,,0,1.0,400.0,D,E,D,D,2.0,F,C,D,A,A,B,C,B,B
436178,2020,21 anos,F,Branca,1,concluiu,Não respondeu,Rondonópolis,MT,,331.9,562.4,,1,1.0,600.0,B,E,C,B,1.0,F,B,B,A,A,B,B,B,B
439035,2020,22 anos,M,Branca,1,concluiu,Não respondeu,Aparecida de Goiânia,GO,,447.9,546.6,,1,1.0,660.0,G,C,D,B,3.0,I,D,D,B,B,B,D,B,B
439049,2020,18 anos,M,Amarela,1,cursando,Pública,Natal,RN,,539.5,484.4,,1,1.0,460.0,E,B,F,F,4.0,B,C,D,A,A,B,D,A,B
449654,2020,18 anos,F,Parda,1,cursando,Pública,Jataí,GO,,438.7,436.7,,1,1.0,500.0,D,D,C,D,5.0,D,B,C,B,A,B,C,A,B
451495,2020,18 anos,M,Preta,1,concluiu,Não respondeu,Picos,PI,,378.9,437.2,,0,1.0,560.0,B,E,C,B,3.0,B,B,C,A,A,B,D,A,B
452818,2020,18 anos,F,Parda,1,concluiu,Não respondeu,Garanhuns,PE,,695.0,642.6,,0,1.0,900.0,E,E,B,B,4.0,B,B,C,B,A,B,C,B,B
453977,2020,17 anos,F,Branca,1,cursando,Pública,São Paulo,SP,,413.2,471.6,,0,1.0,500.0,,,,,,,,,,,,,,
454290,2020,18 anos,F,Branca,1,concluiu,Não respondeu,Varginha,MG,,566.4,539.1,,0,1.0,640.0,E,F,D,D,4.0,F,B,D,B,B,B,D,D,B
458530,2020,18 anos,F,Parda,1,concluiu,Não respondeu,Jaboatão dos Guararapes,PE,,451.8,599.4,,1,1.0,760.0,E,G,D,E,4.0,H,C,D,B,A,B,E,D,B
462882,2020,19 anos,M,Branca,1,cursando,Pública,Maringá,PR,,388.1,482.5,,0,3.0,0.0,,,,,,,,,,,,,,
466886,2020,18 anos,F,Branca,1,concluiu,Não respondeu,Joinville,SC,,536.1,535.1,,0,1.0,660.0,E,E,F,B,3.0,D,C,D,B,A,B,D,B,B
468187,2020,20 anos,M,Parda,1,concluiu,Não respondeu,Guanambi,BA,,363.8,473.9,,1,1.0,280.0,H,D,B,A,2.0,C,B,C,A,B,B,C,B,B
469681,2020,Menor de 17 anos,F,Branca,1,cursando,Não respondeu,Marília,SP,,399.7,450.9,,0,1.0,620.0,G,F,E,E,3.0,H,E,E,C,B,B,D,C,B
473255,2020,Entre 26 e 30 anos,M,Preta,1,concluiu,Não respondeu,Betim,MG,,545.7,498.7,,1,1.0,520.0,,,,,,,,,,,,,,
475012,2020,17 anos,F,Branca,1,cursando,Pública,Sorocaba,SP,,521.4,561.0,,0,1.0,580.0,E,E,B,F,5.0,G,C,C,B,B,B,E,B,B
477883,2020,18 anos,M,Parda,1,cursando,Pública,Timóteo,MG,,364.9,542.1,,1,1.0,560.0,B,E,F,B,2.0,A,B,B,A,A,B,C,A,B
487280,2020,18 anos,F,Branca,1,cursando,Pública,Rio de Janeiro,RJ,,448.7,369.7,,0,1.0,520.0,D,C,B,B,6.0,B,B,C,A,B,B,D,A,B
493524,2020,17 anos,M,Parda,1,cursando,Pública,Fortaleza,CE,,372.8,451.5,,1,1.0,220.0,C,E,C,C,3.0,B,B,C,B,A,B,C,A,B
496245,2020,18 anos,M,Preta,1,cursando,Pública,Aracaju,SE,,521.5,472.8,,1,1.0,740.0,C,E,A,B,5.0,B,B,C,A,A,B,D,B,B
497086,2020,18 anos,M,Parda,1,cursando,Pública,Cacoal,RO,,481.0,552.7,,1,1.0,580.0,D,D,D,D,3.0,C,B,C,B,A,B,D,C,B
498145,2020,18 anos,F,Branca,1,concluiu,Não respondeu,Santana,AP,,503.3,520.3,,0,1.0,860.0,C,E,B,B,6.0,D,B,C,A,A,B,C,A,A
501893,2020,21 anos,M,Parda,1,concluiu,Não respondeu,Caruaru,PE,,,,,1,,,A,C,A,B,5.0,B,B,C,B,A,B,C,B,B
505145,2020,21 anos,M,Parda,1,concluiu,Não respondeu,Fortaleza,CE,,630.3,581.6,,0,1.0,820.0,E,E,E,D,4.0,I,C,D,B,B,B,E,B,B
521068,2020,18 anos,M,Parda,1,cursando,Pública,Maracaçumé,MA,,530.7,574.7,,1,1.0,520.0,A,E,A,B,3.0,B,B,C,A,A,B,B,A,A
538524,2020,Menor de 17 anos,M,Branca,1,cursando,Não respondeu,Morrinhos,GO,,633.5,621.3,,1,1.0,840.0,F,G,B,B,5.0,C,B,D,B,B,B,B,B,B
541319,2020,18 anos,F,Parda,1,cursando,Privada,São Luís,MA,,656.4,584.6,,0,1.0,800.0,G,G,D,E,3.0,N,E,D,B,A,B,D,C,B
544528,2020,19 anos,F,Parda,1,concluiu,Não respondeu,Caetité,BA,,385.3,477.3,,1,1.0,400.0,D,E,A,D,5.0,C,B,D,A,A,B,D,B,B
545427,2020,19 anos,F,Parda,1,concluiu,Não respondeu,Cuiabá,MT,,628.6,636.7,,1,1.0,940.0,E,G,C,D,3.0,D,B,C,B,A,B,C,B,B
552487,2020,Menor de 17 anos,M,Branca,1,cursando,Não respondeu,Natal,RN,,646.1,621.1,,0,1.0,900.0,G,F,E,D,4.0,K,E,E,B,A,B,E,D,B
553925,2020,21 anos,M,Branca,1,concluiu,Não respondeu,São José dos Campos,SP,,536.8,559.6,,0,1.0,440.0,E,E,D,B,6.0,D,C,D,B,A,B,E,B,B
554575,2020,18 anos,F,Parda,1,cursando,Pública,Guarapari,ES,,482.8,580.2,,1,1.0,780.0,E,D,D,B,4.0,C,B,C,A,B,B,E,B,B
556033,2020,17 anos,M,Parda,1,cursando,Pública,Arapiraca,AL,,395.1,409.9,,0,1.0,460.0,E,D,F,B,5.0,B,C,C,B,A,B,D,A,B
558439,2020,17 anos,F,Branca,1,cursando,Pública,Medianeira,PR,,552.2,596.8,,0,1.0,560.0,E,G,B,D,4.0,O,D,E,C,B,C,E,B,B
577733,2020,18 anos,F,Parda,1,cursando,Pública,Vitória,ES,,407.4,515.4,,1,1.0,540.0,,,,,,,,,,,,,,
579540,2020,18 anos,M,Parda,1,cursando,Pública,Cuiabá,MT,,540.7,550.2,,0,1.0,560.0,E,E,D,D,4.0,E,C,D,B,A,B,C,B,B
580031,2020,23 anos,F,Branca,1,concluiu,Não respondeu,Aracaju,SE,,354.7,486.7,,1,1.0,480.0,E,E,C,B,4.0,B,B,C,A,A,B,B,A,A
580180,2020,19 anos,F,Parda,1,concluiu,Não respondeu,Ananindeua,PA,,401.6,524.9,,1,1.0,440.0,C,E,C,B,4.0,C,B,C,A,A,B,C,A,B
583830,2020,20 anos,F,Branca,1,cursando,Pública,Novo Hamburgo,RS,,500.0,525.1,,0,1.0,740.0,C,B,B,B,4.0,D,B,C,B,A,B,E,B,B
589633,2020,18 anos,M,Parda,1,cursando,Pública,Goiânia,GO,,383.5,448.8,,1,4.0,0.0,G,G,D,D,2.0,F,B,C,B,A,B,B,B,B
592633,2020,17 anos,F,Branca,1,cursando,Privada,Duque de Caxias,RJ,,599.2,581.6,,0,1.0,780.0,D,E,B,D,4.0,E,B,C,A,A,B,E,B,B
592871,2020,19 anos,F,Preta,1,concluiu,Não respondeu,Recife,PE,,430.6,482.5,,0,1.0,540.0,D,B,B,B,2.0,A,B,B,A,A,B,B,A,A
593229,2020,17 anos,M,Branca,1,cursando,Privada,Francisco Beltrão,PR,,581.9,539.3,,1,1.0,300.0,F,F,D,D,3.0,B,B,C,B,A,B,D,B,B
601780,2020,18 anos,M,Parda,1,cursando,Pública,Fortaleza,CE,,377.7,546.0,,0,1.0,720.0,,,,,,,,,,,,,,
602884,2020,19 anos,M,Não declarado,1,concluiu,Não respondeu,Fortaleza,CE,,557.3,573.9,,0,1.0,640.0,D,D,B,B,5.0,C,C,D,A,A,B,C,B,B
605483,2020,17 anos,F,Branca,1,cursando,Pública,Caldas Novas,GO,,611.5,607.7,,1,1.0,760.0,G,G,D,D,4.0,H,E,E,D,A,C,E,E,B
617521,2020,Menor de 17 anos,F,Branca,1,cursando,Não respondeu,Caetité,BA,,623.7,594.1,,0,1.0,880.0,E,E,D,B,4.0,H,B,C,A,A,B,D,B,B
621041,2020,17 anos,M,Preta,1,cursando,Pública,Olho d'Água das Flores,AL,,562.9,498.1,,1,1.0,680.0,C,E,C,D,5.0,B,B,D,A,B,B,E,B,B
632285,2020,20 anos,M,Branca,1,concluiu,Não respondeu,Curitiba,PR,,550.2,488.8,,1,1.0,440.0,E,E,C,C,3.0,C,B,C,B,A,B,D,A,B
635198,2020,17 anos,F,Parda,1,cursando,Não respondeu,Limoeiro,PE,,485.9,503.9,,1,4.0,0.0,C,C,A,B,3.0,B,B,B,A,A,B,B,A,A
640359,2020,21 anos,M,Branca,1,concluiu,Não respondeu,Petrolina,PE,,554.4,506.5,,0,1.0,560.0,,,,,,,,,,,,,,
641993,2020,Entre 31 e 35 anos,F,Parda,1,concluiu,Não respondeu,Rolim de Moura,RO,,552.5,493.6,,1,6.0,0.0,B,F,B,D,2.0,B,B,B,A,A,B,B,B,B
643575,2020,17 anos,F,Parda,1,cursando,Pública,Campo Grande,MS,,486.7,573.4,,1,1.0,720.0,E,G,D,D,4.0,G,C,D,B,A,B,D,B,B
657288,2020,22 anos,F,Branca,1,concluiu,Não respondeu,Araçatuba,SP,,422.8,524.8,,0,1.0,640.0,C,C,B,C,2.0,B,B,C,B,A,B,C,A,B
665032,2020,19 anos,F,Branca,1,concluiu,Não respondeu,Alvorada do Sul,PR,,576.8,546.1,,0,1.0,700.0,E,E,C,C,4.0,C,B,C,B,A,B,C,B,B
670451,2020,18 anos,M,Parda,1,cursando,Pública,Poços de Caldas,MG,,371.2,453.7,,1,1.0,560.0,E,E,B,B,4.0,B,B,C,A,A,B,D,A,B
670578,2020,20 anos,F,Preta,1,cursando,Pública,Paulo Afonso,BA,,431.5,459.6,,0,1.0,600.0,B,D,C,B,2.0,B,B,B,A,B,B,C,A,B
670885,2020,18 anos,M,Branca,1,cursando,Pública,São João do Rio do Peixe,PB,,379.8,399.5,,0,1.0,200.0,A,B,A,A,5.0,B,B,C,A,B,B,B,A,A
674280,2020,20 anos,F,Branca,1,concluiu,Não respondeu,Porto Velho,RO,,571.2,550.0,,0,1.0,640.0,D,F,D,E,4.0,E,B,D,B,A,B,D,B,B
676211,2020,Entre 36 e 40 anos,F,Parda,1,não concluiu,Não respondeu,Jardim,CE,,442.2,479.5,,1,1.0,460.0,D,D,F,A,7.0,A,B,C,A,A,B,C,A,A
686739,2020,18 anos,F,Parda,2,concluiu,Não respondeu,Uberaba,MG,,538.4,522.2,,0,1.0,540.0,D,D,F,B,7.0,C,C,D,A,A,B,D,A,B
689614,2020,17 anos,F,Branca,1,cursando,Pública,Porto Alegre,RS,,531.8,469.6,,1,1.0,600.0,D,D,C,B,4.0,D,B,B,B,A,B,D,B,B
689776,2020,17 anos,F,Branca,1,cursando,Pública,Curitiba,PR,,491.1,536.8,,0,1.0,300.0,,,,,,,,,,,,,,
691213,2020,23 anos,M,Parda,1,concluiu,Não respondeu,Fortaleza,CE,,508.7,511.3,,0,1.0,560.0,E,E,B,B,3.0,B,B,C,B,A,B,D,A,B
691557,2020,20 anos,M,Parda,1,concluiu,Não respondeu,São Paulo,SP,,605.0,644.4,,0,1.0,560.0,C,D,B,B,4.0,B,B,C,B,A,B,C,B,A
696991,2020,22 anos,F,Parda,1,concluiu,Não respondeu,Rio de Janeiro,RJ,,373.8,350.7,,1,1.0,580.0,H,H,F,B,3.0,B,B,A,A,A,B,B,B,B
697034,2020,18 anos,M,Parda,1,concluiu,Não respondeu,Hortolândia,SP,,581.9,516.3,,1,7.0,0.0,E,C,B,B,4.0,B,B,C,B,A,B,C,A,B
701699,2020,Entre 31 e 35 anos,F,Parda,1,concluiu,Não respondeu,São Luís,MA,,506.1,513.0,,1,1.0,480.0,B,B,B,B,6.0,D,C,D,A,B,B,E,A,B
707668,2020,17 anos,M,Parda,1,cursando,Pública,Curitiba,PR,,563.6,611.8,,0,1.0,500.0,G,E,C,B,3.0,H,C,C,B,A,B,D,B,B
721916,2020,17 anos,F,Parda,1,cursando,Pública,Vitória,ES,,533.1,523.5,,0,1.0,720.0,B,E,B,D,4.0,C,B,C,A,A,B,A,B,B
723768,2020,18 anos,M,Branca,1,cursando,Pública,Santos,SP,,597.5,564.7,,0,1.0,540.0,C,E,D,C,3.0,E,C,C,C,A,B,D,A,B
726115,2020,19 anos,F,Branca,1,cursando,Pública,Teresina,PI,,572.6,567.1,,0,1.0,600.0,F,F,D,D,2.0,C,B,C,A,A,B,B,A,B
732134,2020,19 anos,F,Branca,1,concluiu,Não respondeu,Campo Grande,MS,,488.6,461.8,,1,1.0,580.0,,,,,,,,,,,,,,
733562,2020,18 anos,M,Parda,1,cursando,Pública,Arapiraca,AL,,554.0,521.3,,0,1.0,620.0,D,D,D,C,4.0,B,B,D,B,B,B,E,A,B
739517,2020,17 anos,M,Branca,1,cursando,Não respondeu,Salvador,BA,,496.5,580.2,,0,1.0,640.0,F,F,D,D,4.0,B,C,D,B,B,B,E,B,B
740209,2020,17 anos,F,Parda,1,cursando,Não respondeu,Paraopeba,MG,,563.0,566.6,,0,1.0,620.0,E,F,D,C,5.0,E,B,D,A,C,B,C,A,B
745758,2020,17 anos,F,Branca,1,cursando,Pública,Campinas,SP,,588.8,609.6,,1,1.0,720.0,E,E,F,F,4.0,C,B,C,B,A,B,E,A,B
751894,2020,Menor de 17 anos,F,Parda,2,cursando,Não respondeu,Formoso do Araguaia,TO,,0.0,547.1,,0,1.0,880.0,A,E,B,B,4.0,A,B,B,A,A,B,B,A,A
752617,2020,17 anos,F,Parda,1,cursando,Não respondeu,Joinville,SC,,605.0,552.9,,0,1.0,700.0,G,F,D,B,3.0,J,E,D,B,A,C,D,C,B
752665,2020,Entre 36 e 40 anos,M,Branca,1,concluiu,Não respondeu,Rio Largo,AL,,603.4,498.4,,1,1.0,400.0,D,E,D,D,1.0,C,B,C,A,A,B,B,B,B
762728,2020,19 anos,M,Preta,1,concluiu,Não respondeu,Jequitinhonha,MG,,419.1,414.7,,1,1.0,620.0,E,B,C,C,5.0,B,B,C,A,B,B,A,A,B
764930,2020,20 anos,F,Parda,1,concluiu,Não respondeu,Arapiraca,AL,,344.9,448.0,,1,1.0,540.0,E,E,D,B,3.0,C,B,D,A,B,B,D,C,B
768121,2020,19 anos,M,Branca,1,concluiu,Não respondeu,Rondonópolis,MT,,391.3,474.4,,1,1.0,420.0,B,D,B,B,4.0,A,B,B,A,A,B,A,A,A
774067,2020,22 anos,F,Indígena,1,concluiu,Não respondeu,Porto Nacional,TO,,393.5,475.8,,0,1.0,300.0,D,E,B,B,4.0,B,B,B,A,A,B,C,A,A
775673,2020,Entre 26 e 30 anos,F,Branca,1,concluiu,Não respondeu,Embu-Guaçu,SP,,571.8,555.1,,1,1.0,680.0,A,B,B,B,6.0,E,B,B,A,A,B,E,A,B
783019,2020,Menor de 17 anos,M,Não declarado,1,cursando,Pública,Amarante do Maranhão,MA,,385.3,354.0,,0,1.0,360.0,A,E,A,A,3.0,B,B,C,A,B,B,C,A,B
783695,2020,17 anos,M,Parda,1,cursando,Não respondeu,Janaúba,MG,,458.0,459.8,,1,1.0,240.0,E,D,A,A,4.0,B,B,C,A,A,B,C,A,A
784481,2020,18 anos,F,Branca,1,cursando,Privada,Vitória,ES,,390.6,590.7,,1,1.0,900.0,E,F,D,D,4.0,I,C,C,C,A,B,E,B,B
788628,2020,17 anos,M,Branca,1,cursando,Pública,São Paulo,SP,,544.9,567.7,,0,1.0,560.0,F,F,D,D,4.0,I,B,C,C,A,B,E,B,B
789582,2020,20 anos,M,Branca,1,concluiu,Não respondeu,São Mateus do Sul,PR,,530.2,572.0,,1,1.0,580.0,D,E,C,B,4.0,F,B,D,B,B,B,D,A,B
791441,2020,17 anos,M,Parda,1,cursando,Pública,Sete Lagoas,MG,,505.6,573.1,,0,1.0,580.0,E,E,F,F,3.0,C,C,C,A,C,B,D,B,B
791833,2020,20 anos,M,Branca,1,concluiu,Não respondeu,Uberlândia,MG,,542.8,573.5,,1,1.0,580.0,H,E,F,D,1.0,A,B,C,A,B,B,B,A,B
